Gloss		Beijing	Changsha	Chengdu	Fuzhou	Guangzhou	Guilin	Ha'erbin	Jinan	Jixi	Loudi	Meixian	Nanchang	Nanjing	Rongcheng	Suzhou	Taiyuan	Wenzhou	Xi'an	Xiamen
HOT_1		ʐɤ⁵¹	ye²⁴	ze²¹	ieʔ⁵	it²	lie⁵⁵	ʐy⁵³	ʐy³¹	ȵiaʔ³²*	ie¹³	sau³³	lɛt⁵	ʐeʔ⁵	iɛ²¹⁴	ȵiɛʔ²³*	zəʔ²	ȵi²¹	ʐɤ²¹	liat⁵
HOW_1			o¹³ sz̩⁰																	
HOW_10																nəʔ²³* hã⁴⁴⁻³¹				
HOW_11												ŋioŋ⁵³ pan³³								
HOW_12					tsuoŋ⁵⁵⁻²¹ ŋi⁵³															
HOW_13				laŋ⁴⁵ ko²¹³⁻²¹,tsa²¹⁻⁵⁵ ko²¹³⁻²¹							mɔ¹³ kɔ⁰									
HOW_2							y²² xuo²²													
HOW_3																	tsaʔ² ti⁴⁵			
HOW_4																		tsz̩²⁴²⁻⁴⁴ na²⁴⁻⁴¹		
HOW_5								tsa²¹³⁻²¹ t⁰												
HOW_6								tsa²¹³												
HOW_7		tsən²¹³⁻²¹ mə⁰	tsən⁴¹ mo²⁴					tsən²¹³⁻²¹ mɤ⁰	tsẽ⁴⁵⁻²¹³ mə⁰						tsən²¹³ mə⁰					
HOW_8					tsuoŋ⁵⁵⁻⁵³ ŋyoŋ²⁴²	tim³⁵ iœŋ³⁵							tsən⁴⁵ iɔŋ⁴²	tsən¹¹⁻²¹ iɑ̃⁴⁴					tsɑ⁵³ iɑŋ⁴⁴	tsãi⁵³ iũ²²
HOW_9										tsʰa²¹³⁻²¹ tɕʰie³⁵										
HUNT_1											kuã⁴² sã⁴⁴									
HUNT_2		tᴀ²¹³⁻²¹ liɛ⁵¹	ta⁴¹ liẽ²⁴	ta⁵³⁻⁵⁵ lie²¹	ta³²⁻²¹ laʔ⁵	ta³⁵ lip²	tɑ²³ lie²³	ta²¹³⁻²¹ liɛ⁵³	ta⁴⁵ liə²¹	tɔ²¹³⁻³¹ ȵiaʔ³²*		ta³¹ liap⁵	ta²¹³ liɛt⁵	tɑ¹¹ lieʔ⁵	ta²¹⁴⁻² liɛ³³⁴	tã⁵²⁻⁴¹ laʔ²³*	ta⁵³ liəʔ²	tiɛ²⁴²⁻³ liɛ²¹	tɑ⁵³ liɛ²¹	pʰaʔ³²*⁻⁵³* laʔ³²*
HUSBAND_1			lau⁴¹ kõ³³ tsz̩⁰																	
HUSBAND_10										nɤ²¹³⁻³¹ kuɔ⁵⁵										
HUSBAND_11						sin⁵⁵ saŋ⁵³														
HUSBAND_12															xɐn³³⁴ tsi⁰		xæ̃⁴⁵ tsəʔ⁰			
HUSBAND_13		lɑu²¹³⁻²¹ kuŋ⁵⁵			la²⁴²⁻⁵⁵ uŋ⁵⁵	ou²³ koŋ⁵³	lɑu²³ kɤn⁴²⁻²²					lau³¹ kuŋ³³	lau²¹³ kuŋ⁰					lə²⁴⁻⁴² koŋ⁴⁴⁻²¹		
HUSBAND_2								lau²¹³⁻²¹ iɛ²⁴ mər⁰												
HUSBAND_3		ai⁵¹⁻⁵³ ʐən³⁵								nɔ⁴⁴ iɑ̃⁴⁴	nã¹³ nin¹³⁻³³					nø¹³⁻²² ȵin¹³⁻³¹			næ̃²⁴ ʐẽ⁰,uɛ⁴⁴ tʰou⁰ ʐẽ⁰	ta²²⁻²¹ pɔ⁵⁵⁻²² laŋ²⁴
HUSBAND_4				nan²¹⁻⁵⁵ ȵi⁵⁵				tʂaŋ²¹³⁻²¹ kuei⁵³ tɤ⁰												
HUSBAND_5													lan⁴⁵ kʰaʔ⁵							
HUSBAND_6			tsan¹¹ fu		touŋ⁵³⁻⁵⁵ muo⁵⁵			tʂaŋ⁵³ fu⁰	tʂɑŋ³¹⁻⁴⁴ fu⁰					tsɑ̃⁴⁴ fu⁰			tsɒ̃⁴⁵ fu⁰			
HUSBAND_7																	lau⁵³ xæ̃⁴⁵			
HUSBAND_8																			uɑ⁴⁴ tʰɑ²¹ pɑ⁴⁴	
HUSBAND_9																			ny⁵³ ɕi⁰	
ICE_1											kɤ³⁵ niɔ̃¹³⁻³³ tsz̩⁰									
ICE_2		piŋ⁵⁵	pin³³,lin¹³ pin³³	pin⁴⁵	piŋ⁵⁵	peŋ⁵⁵	piŋ⁴²	piŋ⁴⁴	piŋ²¹⁴	piɑ̃⁵⁵		pen³³	pin⁴²	pin³¹	piŋ⁵²	pin⁴⁴	piŋ²¹	pəŋ⁴⁴	piŋ²¹	piŋ⁵⁵
ICE_3																				sŋ̍⁵⁵
IF_1		ʐu³⁵ kuo²¹⁴	y¹³ ko⁰		yoʔ⁵ kuo³²,ny⁵³⁻³³ kuo³²	y²¹ kuɔ³⁵	y²² kuo²³	ʐu²⁴ kuo²¹³	lu⁵³ kuɤ⁴⁵	y⁴⁴⁻³⁵ kɵ²¹³	y¹³ ko⁴²⁻¹		lu⁴⁵ kuo²¹³	ʐu¹³ ko¹¹	y³⁵ kuɔ²¹⁴		zu²¹ kuɤ⁵³		vu²⁴ kuo⁵³	
IF_2				ta⁵³⁻⁵⁵ pi⁵³ so²¹																
IF_3																tɕiɑ⁵² sz̩⁵²⁻²³				
IF_4													tʰɔŋ²¹³ ȵuo⁴⁵							
IF_5			iau⁵⁵ sz̩⁰															dʑia²¹⁻³³ zz̩²⁴⁻²²		nã⁵⁵⁻²² si²²
IF_6												ka³¹ he⁵³								
IF_7					yoʔ⁵ huaŋ⁵³															
IN_1																		ɕyo⁴¹		
IN_2		tsai⁵¹	tsai¹¹	tsai²¹³		tsɔi²²	tsai²³	tsai⁵³	tsɛ³¹	tsʰa³⁵	tsʰe¹¹	hoi⁵³	tsʰai²¹	tsɛ⁴⁴	tsai³³⁴	ləʔ²³*	tsai⁴⁵	zz̩²⁴²	tsɛ⁴⁴	ti²²
IN_3					tuoʔ⁵															
I_1		uo²¹³	ŋo⁴¹	ŋo⁵³	ŋuai³²	ŋɔ²³	uo²³	uo²¹³	vɔ⁴⁵	ɔ²¹³	ŋ̍⁴²		ŋo²¹³	o¹¹	uɔ²¹⁴		ɣɤ⁵³	ŋ̍²⁴	ŋɤ⁵³	ŋua⁵³
I_2																ŋəu²³¹				
I_3												ŋai¹¹								
KILL_1		ʂᴀ⁵⁵	sa²⁴	sa²¹		sat³	sᴀ⁵⁵	ʂa⁴⁴	ʂa²¹⁴	saʔ³²*	sa¹³	sat¹	sat⁵	sɑʔ⁵	ʂa²¹⁴	saʔ⁴	saʔ²	sa⁴¹	sɑ²¹	
KILL_2				tsai⁵³																
KILL_3					tʰai⁵³															tʰai²⁴
KNEE_1		tɕʰi⁵⁵	ɕi²⁴														ɕiəʔ²		tɕʰi²¹	
KNEE_2			ɕi²⁴ kai⁵⁵					ɕi²¹³⁻²¹ kai⁵³					tɕʰit⁵ kai⁴²	po³¹⁻²² lo¹³⁻²² kər⁴⁴⁻²²	pɔ⁵² lə⁰ kai³³⁴		ɕiəʔ² kai⁴⁵		kʰɯ²¹ tɕʰi²¹ kɛ⁴⁴	
KNEE_3								pɤ²¹³⁻²¹ ləŋ⁰ kar⁵³	tɕʰi²¹⁴⁻²³ kar²¹											
KNEE_4																				kʰa²²⁻²¹ tʰau²⁴⁻²² hu⁵⁵
KNEE_5				kʰe²¹ ɕi²¹⁻⁵⁵ tʰər²¹	kʰa⁵⁵⁻²¹ βuʔ²⁴*⁻²¹* tʰau⁵³	sɐt⁵ tʰɐu²¹	ɕy⁵⁵ tai²²			tɕyoʔ³²* ɕieʔ⁵⁵ tʰi⁴⁴		tsʰit¹ tʰeu¹¹		kʰu⁴⁴⁻⁴² tɕʰi⁰ tʰəɯr¹³		tɕiɑʔ⁴ mø¹³⁻²³ dʏ¹³⁻²¹		tɕia³¹⁻³ kʰø⁴¹ dɤu³⁴¹⁻²¹		
KNEE_6			ɕi²⁴ təu¹³ ku⁰,kə²⁴ ɕi²⁴ ku⁰								tɕʰi¹³ diɤ¹³⁻³³ ku⁰			ɕiʔ⁵ kɛ⁴⁴⁻⁴² kuʔ⁵						
KNOW (SOMETHING)_1			ɕiau⁴¹ tə⁰	ɕiau⁵³⁻⁵⁵ te²¹			ɕiɑu²³ tiᴀ⁵⁵			ɕie²¹³⁻³¹ tie⁴⁴	ɕiɤ²¹ te¹³⁻³³	ti³³⁻³⁵ tet¹	ɕiɛu²¹³ tɛt⁰			ɕiæ⁵² təʔ⁰		ɕia²⁴²⁻²⁴ te⁰		
KNOW (SOMETHING)_2		tʂʐ̩⁵⁵ tɑu⁵¹	tsz̩³³ tau⁵⁵			tsi³³ tou²²		tʂʐ̩⁴⁴ tau⁵³	tʂʐ̩²¹⁴⁻²³ tɔ³¹					tʂʐ̩³¹ tɔ⁴⁴	tʃi⁵² tau³³⁴		tsz̩²¹ tau⁴⁵		tʂʐ̩²¹ tɑu⁰	
KNOW (SOMETHING)_3					ɛ²⁴²⁻⁵³ hieu³²															
KNOW (SOMETHING)_4					ɛ²⁴²⁻⁵³ paiʔ²⁴*															
KNOW (SOMETHING)_5				toŋ⁵³⁻⁵⁵ no²¹																
KNOW (SOMETHING)_6					pɛiʔ²⁴*⁻²¹* tuoŋ⁵³															
KNOW (SOMETHING)_7																				tsai⁵⁵⁻²² iã⁵³
LAKE_1		xu³⁵	fu¹³	fu²¹	hu⁵³	u²¹	fu²²	xu²⁴	xu⁵³	fu⁴⁴	xu¹³	fu¹¹	fu⁴⁵	xu¹³	xu³⁵	ɦəu¹³	xu²¹	vu³⁴¹	xu²⁴	ɔ²⁴
LAUGH_1		ɕiɑu⁵¹	ɕiau⁵⁵	ɕiau²¹³	tsʰieu²¹²	siu³³	ɕiɑu²⁵	ɕiau⁵³	ɕiɔ³¹	ɕie³⁵	siɤ³⁵	siau⁵³	ɕiɛu⁴⁵	ɕiɔ⁴⁴	siau³³⁴	siæ⁴¹²	ɕiau⁴⁵	ɕiɛ⁵¹	ɕiɑu⁴⁴	tsʰio²¹
LAUGH_2								lɤ⁵³												
LEAF_1			ie²⁴ tsz̩⁰				lie⁵⁵ te²³⁻³³	iɛ⁵³ tsz̩⁰	iə³¹⁻⁴⁴ tsz̩⁰		ie³⁵ tsz̩⁰		iɛt⁵ tsz̩⁰	ieʔ⁵ tsz̩⁰		ɦiəʔ²³* tsz̩⁵²⁻³¹	ie⁴⁵ tsəʔ⁰			
LEAF_2		iɛ⁵¹				ip²				iaʔ³²*					iər²¹⁴		ie⁴⁵	ji²¹	iɛ²¹	
LEAF_3												iap⁵ pe⁰								
LEAF_4				su²¹³ tsz̩⁵³ ie²¹ ie²¹																
LEAF_5					loʔ⁵															hioʔ⁵
LEAF_6					loʔ⁵⁻³³ loʔ⁵															
LEFT_1				tso⁵³⁻⁵⁵ səu⁵³																
LEFT_2		tsuo²¹³⁻²¹ piɛn⁵⁵	tso⁴¹⁻⁴⁴ piẽ³³	tso⁵³⁻⁵⁵ səu⁵³ piɛn⁵⁵	sieu³²⁻²¹ βɛiŋ⁵⁵	tsɔ³⁵ pin⁵³	tsu²³ piã⁴²⁻²²	tsuo²¹³⁻²¹ pian⁴⁴	tsuɤ³¹ piæ̃⁰	tsɵ²¹³⁻³¹ pẽ⁵⁵	tso³⁵ ɕio⁴²⁻¹ piæ⁴⁴⁻³³		tso²¹³ piɛn⁴²	tso¹¹⁻¹² pien³¹	tsuɔ²¹⁴⁻²¹ piər⁵²			tsɤu²⁴²⁻²⁴ pi⁴⁴⁻⁴	tsuo⁵³ piæ̃r²¹	
LEFT_3								tsuo²¹³⁻²¹ piar⁴⁴ la⁰												
LEFT_4																tsəu⁴⁴ miɪ²³¹⁻²¹,tsi⁴¹²⁻⁴⁴ miɪ²³¹⁻²¹	tsuɤ⁵³ mie²¹			
LEFT_5																				to⁵³ piŋ²⁴
LEFT_6												tso³¹ pien³³⁻³⁵ ne⁰								
LEG_1			tʰei⁴¹ pa⁵⁵ tsz̩⁰				tɕiɑu⁵⁵ tu²¹ tse²³⁻³³													
LEG_2		tʰuei²¹³	tʰei⁴¹	tʰuei⁵³	kʰa⁵⁵⁻⁵³ løy³²	tʰøy³⁵		tʰuei²¹³	tʰuei⁴⁵	tʰa²¹³	tʰue⁴²	tʰui³¹	tʰui²¹³	tʰuei¹¹	tʰei²¹⁴		tʰuei⁵³		tʰuei⁵³	
LEG_3																pʰɑ̃⁵²				
LEG_4																		tɕia⁴¹⁻³ tɕia⁴¹		
LEG_5																				kʰa⁵⁵⁻²² kut³²*
LIE (REST)_1																		fa⁴⁴		
LIE (REST)_2			ɕyei¹¹											suei⁴⁴					fei⁴⁴	
LIE (REST)_3										kʰuɑ̃³⁵	kʰun³⁵									
LIE (REST)_4				suei²¹³ tau⁵³	to³²															to⁵³
LIE (REST)_5		tʰɑŋ²¹³	tʰan⁴¹			tʰɔŋ³⁵	tʰɑŋ²³	tʰaŋ²¹³	tʰɑŋ⁴⁵	tʰõ²¹³		tʰoŋ¹¹	tʰɔŋ²¹³	tʰɑ̃¹¹	tʰaŋ²¹³	tʰɑ̃⁵²	tʰɒ̃⁴⁵			
LIE (REST)_6				suei²¹³ tɕʰi⁵³,tʰaŋ⁵³⁻⁵⁵ tau⁵³ tɕʰi⁵³⁻²¹																
LIE (REST)_7												min¹¹								
LIVER_1												lon³³								
LIVER_2		kan⁵⁵	kan³³		kaŋ⁵⁵	kɔn⁵³	kuɑ⁴²	kan⁴⁴	kæ̃²¹³	kɔ⁵⁵	kuẽ⁴⁴		kon⁴²	kɑ̃³¹	kɐn⁵²	kø⁴⁴	kæ̃²¹	ky⁴⁴		kuã⁵⁵
LIVER_3				tan⁵³															tæ̃⁵³	
LONG_1		tʂʰɑŋ³⁵	tsan¹³	tsʰaŋ²¹	tuoŋ⁵³	tsʰœŋ²¹	tsɑŋ²²	tʂʰaŋ²⁴	tsʰɑŋ⁵³	tɕʰiõ⁴⁴	dʑɔŋ¹³	tsʰoŋ¹¹	tsʰɔŋ²⁴	tsʰɑ̃¹³	tʂʰaŋ³⁵	zã¹³	tsʰɒ̃²¹	dʑi³⁴¹	tʂʰɑŋ²⁴	tŋ̍²⁴
LOUSE_1												set¹ ma¹¹								
LOUSE_2		ʂʐ̩⁵⁵	sz̩²⁴			sɐt⁵	sɤ⁵⁵						sət⁵		ʂʐ̩⁵²	diæ¹³⁻²² səʔ⁴	səʔ²	sai⁴¹	sei²¹	
LOUSE_3					sɛiʔ²⁴*⁻³⁵* mo³²															
LOUSE_4																				ka⁵⁵⁻²² tsau⁵³
LOUSE_5			sz̩²⁴ po¹³ tsz̩⁰	se²¹⁻⁵⁵ tsz̩⁵³				ʂʐ̩⁴⁴ tsz̩⁰	ʂʐ̩²¹⁴⁻²¹ tsz̩⁰	ɕieʔ³²* tsz̩⁰	ɕe¹³ bu¹³⁻³³ sz̩⁰			seʔ⁵ tsz̩⁰			səʔ² tsəʔ⁰			
MANY_1		tuo⁵⁵	to³³	to⁴⁵	sa²⁴²	tɔ⁵³	tuo⁴²	tuo⁴⁴	tuɤ²¹⁴	tɵ⁵⁵	to⁴⁴	to³³	to⁴²	to³¹	tuɔ⁵²	təu⁴⁴	tuo²¹	tɤu⁴⁴	tuo²¹	tsue²²
MAN_1										nɔ⁴⁴ nɤ⁰										
MAN_2								ta⁵³ lau²¹³⁻²¹ ɛ²⁴ mər⁰,lau²¹³⁻²¹ iɛ²⁴ mər⁰												
MAN_3		nan³⁵ ʐən³⁵	lan¹³ ʐən¹³	nan²¹⁻⁵⁵ zən²¹	touŋ²¹²⁻²¹ muo³²⁻³⁵ nøyŋ⁵³	nam²¹ liɐn²¹⁻³⁵	lã²² liŋ²²		næ̃⁵³⁻⁴⁵ ʐẽ⁰				lan⁴⁵ lɨn⁰	lɑ̃¹³ ʐən¹³	nɐn³⁵ in⁰	nø¹³⁻²² ȵin¹³⁻³¹	næ̃²¹ zəŋ²¹		næ̃²⁴ ʐẽ⁰	ta²²⁻³³ pɔ⁵⁵⁻³³ laŋ²⁴
MAN_4			lan¹³ ti⁰	nan²¹⁻⁵⁵ ni⁵⁵																
MAN_5			lan¹³ ʐən⁰ ka⁰								nã¹³ nin¹³⁻³³ ka⁴⁴⁻³³									
MAN_6																		nø³⁴¹⁻²² tsz̩²⁴²⁻⁴⁵ kʰa⁴¹		
MAN_7					naŋ⁵³⁻²¹ ŋai²¹²															
MAN_8												nam¹¹ me³³ ŋin¹¹								
MOON_1																				ɡeʔ⁵⁻²¹* niũ²⁴
MOON_2					ŋuoʔ⁵															
MOON_3		yɛ⁵¹ liɑŋ⁰	ye²⁴ lian¹¹	ye²¹⁻⁵⁵ liaŋ⁰			lye⁵⁵ liɑŋ²¹	yɛ⁵³ liaŋ⁰	yɤ²¹⁻²¹⁴ liɑŋ³¹	yaʔ³²*⁻²³ ȵiɑ̃³¹			ȵyot⁵ liɔŋ⁰	yeʔ⁵ liɑ̃⁰	yɛ³³⁴⁻³⁴ liaŋ³³⁴	ŋəʔ²³* liã²³¹⁻³¹	yəʔ² lɪɒ̃⁴⁵		yɛ²¹ liɑŋ⁰	
MOON_4																	yəʔ mi⁰			
MOON_5						yt² kuɔŋ⁵⁵					ue³⁵ kɔŋ⁴⁴⁻³³	ŋiat⁵ kuoŋ³³						ȵy²¹⁻² kuɔ⁴⁴		
MOON_6			ye²⁴ lian¹¹ pa³³ pa⁰																	
MOTHER_1					i⁵⁵⁻⁵³ nɛ³²													a⁴¹⁻² na⁴⁴		
MOTHER_10			ma³³ ma³³																	
MOTHER_11				ma⁴⁵ ma⁵⁵						mɔ³¹ mɔ⁰				mɑ³¹ mɑ⁰						
MOTHER_2			ȵian¹³ lau⁰ tsz̩⁰																	
MOTHER_3			ȵian¹³					niaŋ²⁴		ȵiõ⁴⁴			ȵiɔŋ⁴⁵							
MOTHER_4			m̩³³ ma³³		i⁴⁴ ma⁴⁴			m⁴⁴			m̩¹¹ ma⁴²⁻¹				ma⁵²	m̩⁴⁴ mɑ⁴⁴⁻²¹			ma²¹	
MOTHER_5		mi²¹⁴⁻²¹ tɕʰin⁵⁵	mo⁴¹ tɕʰin³³			mou³⁵ tsʰɐn⁵³			mu⁴⁵⁻²¹⁴ tɕiẽ⁰	mɵ²¹³⁻³¹ tɕʰiɑ̃⁵⁵			mu²¹³ tɕʰin⁴²	mu¹¹⁻²¹ tɕʰin⁰			mu⁵³ tɕʰiŋ²¹			
MOTHER_6												oi³³⁻³⁵ ie⁰								
MOTHER_7												a³³ me³³								a⁵⁵⁻¹¹ bu⁵³,lau²⁴⁻²² bu⁵³
MOTHER_8							tɕiᴀ²³													
MOTHER_9					louŋ⁵³⁻³³ nɛ³²															
MOUNTAIN_1		ʂan⁵⁵	san³³	san⁴⁵	saŋ⁵⁵	san⁵³	sã⁴²	ʂan⁴⁴	ʂæ̃²¹³	sɔ⁴⁴	sã⁴⁴	san³³	san⁴²	sɑ̃³¹	ʂɐn⁵²	sᴇ⁴⁴	sæ̃²¹	sa⁴⁴	sæ̃²¹	suã⁵⁵
MOUTH_1		tsuei²¹³	tsei⁴¹			tsøy³⁵	tsuei²³	tsuei²¹³	tsuei⁴⁵	tɕy²¹³	tɕy⁴²	tsoi⁵³	tsui²¹³	tsuei¹¹	tsei²¹⁴	tsʯ⁵²	tsuei⁵³	tsz̩²⁴	tsuei⁵³	
MOUTH_2				tsuei⁵³⁻⁵⁵ pa⁵⁵,ia²¹⁻⁵⁵ pa⁵⁵				tsuei²¹³⁻²¹ pa⁰						tsuei¹¹ pɑ³¹						
MOUTH_3					tsʰuoi²¹²															tsʰui²¹
NAME_1		miŋ³⁵ tsz̩⁰	min¹³ tsz̩⁰	min²¹⁻⁵⁵ tsz̩²¹³⁻²¹	miaŋ⁵³⁻²¹ ʒɛi²⁴²	mɛŋ²¹ tsi²²	mei²² tsz̩²¹	miŋ²⁴ tsz̩⁰	miŋ⁵³⁻⁴⁵ tsz̩⁰	miɑ̃⁴⁴⁻³⁵ tsʰz̩³¹	miɔ̃¹³ dzz̩¹¹⁻¹	miaŋ¹¹ sz̩⁵³	miaŋ⁴⁵ tsz̩⁰	min¹³⁻²¹ sz̩⁰	miŋ⁵² tsz̩⁰	min¹³⁻²² zz̩²³¹	miŋ²¹ tsz̩⁴⁵	meŋ³⁴¹⁻²² zz̩²²⁻⁴¹	miŋ²⁴ tsz̩⁰	miã²⁴⁻²² li²²
NARROW_1		tʂai²¹³	tsə²⁴	tse²¹	tsaʔ²⁴*	tsak³	tsᴀ⁵⁵	tsai²¹³	tʂei²¹⁴					tseʔ⁵	tʂɛ²¹⁴		tsai⁵³		tsei²¹	
NARROW_2										xaʔ³²*⁻⁴⁴ tsaʔ³²*	xa³⁵	hap⁵	ha⁴²			ɦaʔ²³*		ɦa²¹		ueʔ⁵
NEAR_1					køyŋ²⁴²⁻⁵⁵ nau⁵⁵															
NEAR_2		tɕin⁵¹	tɕin⁴¹	tɕin²¹³	køyŋ²⁴²	kɐn²²	tɕiŋ²⁵	tɕin⁵³	tɕiẽ³¹	tɕʰiɑ̃²¹³	din¹¹	kʰiun⁵³	tɕʰin²¹	tɕin⁴⁴	cin³³⁴	dʑin²³¹	tɕiŋ⁴⁵	dziaŋ²⁴	tɕin⁴⁴	kun²²
NECK_1		po³⁵ tsz̩⁰	po¹³ tsz̩⁰	tɕin⁵³⁻⁴⁵ tsz̩⁵³				pɤ²⁴ tsz̩⁰	pɤ⁵³⁻⁴⁵ tsz̩⁰				pɔʔ⁵ tsz̩⁰	poʔ⁵ tsz̩⁰	pɔ³⁵⁻³ kəŋ²¹⁴ tsz̩⁰		paʔ⁵⁴* tsəʔ⁰		po²⁴ tsz̩⁰	
NECK_2						kɛŋ³⁵	kei²³			kʰi³⁵⁻⁵³ tɕiɑ̃²¹³			tɕiaŋ²¹³			dʏ¹³⁻²² tɕin⁵²⁻³¹		dɤu³⁴¹⁻⁴² tɕiaŋ²⁴²⁻²³		am²²⁻²¹ kun⁵³
NECK_3				tɕin⁵³⁻⁵⁵ xaŋ⁵³																
NECK_4			tɕin⁴¹⁻⁴⁴ kən³³									kiaŋ³¹ kin³³								
NECK_5					tau²⁴²⁻⁵³ ɔuʔ²⁴*						tɕiɔ̃⁴² ku⁰									
NEW_1		ɕin⁵⁵	ɕin³³	ɕin⁴⁵	siŋ⁵⁵	sɐn⁵³	ɕiŋ⁴²	ɕin⁴⁴	ɕiẽ²¹⁴	ɕiɑ̃⁵⁵	ɕin⁴⁴	sin³³	ɕin⁴²	ɕin³¹	sin⁵²	sin⁴⁴	ɕiŋ²¹	saŋ⁴⁴	ɕiẽ²¹	sin⁵⁵
NIGHT_1			ia¹¹ ka⁰ tsz̩⁰																	
NIGHT_10				xe²¹⁻⁵⁵ ləu²¹																
NIGHT_11											iɔ¹¹ li⁰									
NIGHT_12							iᴀ²¹ xᴀ²²			io³¹⁻⁵³ xo⁰										
NIGHT_2		uan²¹³⁻²¹ ʂɑŋ⁵¹	uan⁴¹ san¹¹	uan⁵³⁻⁴⁵ saŋ²¹³⁻²¹		man²³ sœŋ²²		uan²¹³⁻²¹ ʂaŋ⁰	væ̃⁴⁵⁻²¹³ ʂɑŋ⁰					uɑ̃¹¹⁻²² sɑ̃⁴⁴⁻²²			væ̃⁵³ sɒ̃⁴⁵			
NIGHT_3													ia²¹ uan²¹³							
NIGHT_4								ɕia⁵³ xər⁴⁴,ɕia⁵³ uar²¹³⁻²¹ xei⁴⁴												
NIGHT_5															xou³³⁴ ʂʐ̩⁰					
NIGHT_6																			xei²¹ liɛ⁰	
NIGHT_7																iɑ⁴¹²⁻⁴⁴ li⁰ ɕiã⁴¹²⁻²¹				
NIGHT_8																		ɦ³⁴¹⁻³³ ɕy⁴⁴⁻²²		e²²⁻²¹ hŋ̍⁵⁵
NIGHT_9					maŋ⁵³⁻⁵⁵ muo⁵⁵							am⁵³ pu³³								
NOSE_1		pi³⁵ tsz̩⁰	pi²⁴ tsz̩⁰	pi²¹⁻⁵⁵ tsz̩⁵³				pi²⁴ tsz̩⁰	pi⁵³⁻⁴⁵ tsz̩⁰				pʰit²¹* tsz̩⁰	piʔ⁵ tsz̩⁰	pi³⁵ tsz̩⁰		piəʔ⁵⁴* tsəʔ⁰		pi²⁴ tsz̩⁰	
NOSE_2			pi²⁴		pʰɛi²¹²												piəʔ⁵⁴*			pʰiæ²²
NOSE_3							pi²² kʰɤn²³⁻³³			pʰz̩³⁵⁻⁵³ kʰɑ̃²¹³										
NOSE_4											pʰi¹¹ diɤ¹³⁻³³					bəʔ²³* dʏ¹³⁻³¹		bei²¹⁻³¹ dɤu³⁴¹⁻²¹		
NOSE_5																				pʰiæ²²⁻²¹ iã⁵³
NOSE_6												pʰi⁵³ kuŋ³³								
NOSE_7						pei²² kɔ⁵⁵														
NOT_1																		fu²⁴		
NOT_2												m̩¹¹								
NOT_3					iŋ⁵⁵															
NOT_4					mo⁵³															bo²⁴
NOT_5					ŋ̍²⁴²															
NOT_6		pu⁵¹	pu²⁴	pu²¹		pɐt⁵	pu²²	pu⁵³	pu²¹⁴	pɤʔ³²*	pʰu¹³		pʰɨt⁵	puʔ⁵	pu²¹⁴		pəʔ²		pu²¹	
NOT_7																fəʔ⁴				
NUMBER_1		ʂu⁵¹	səu⁵⁵	su²¹³	sou²¹²	sou³³	su²⁵	ʂur⁵³	ʂu²¹	su³⁵	sɤu³⁵	sz̩⁵³	su⁴⁵	su⁴⁴	ʃu³³⁴	səu⁴¹²	su⁴⁵	sɤu⁵¹	sou⁴⁴	sɔ²¹
OLD (AGED)_1		lɑu²¹⁴	lau⁴¹	lau⁵³	lau²⁴²,lo³²	lou²³	lɑu²³	lau²¹³	lɔ⁴⁵	nɤ²¹³	lɤ⁴²	lau³¹	lau²¹³	lɔ¹¹	lau²¹⁴	læ²³¹	lau⁵³	lə²⁴	lɑu⁵³	lau²²
ONE_1		i⁵⁵	i²⁴	i²¹	ɛiʔ²⁴*	iɐt⁵	i⁵⁵	i⁴⁴	i²¹⁴	ieʔ³²*	i¹³	it¹	it⁵	iʔ⁵	i²¹⁴	iəʔ⁴	iəʔ²	iai⁴¹	i²¹	tsit⁵
ONE_2					soʔ⁵															
PATH_1								taur⁵³							tɔr³³⁴					
PATH_2		lu⁵¹	ləu¹¹	nu²¹³		lou²²	lu²¹	lu⁵³	lu³¹	nu³¹	lɤu¹¹	lu⁵³	lu²¹	lu⁴⁴		ləu²³¹	lu⁴⁵	løy²²	lou⁴⁴	lɔ²²
PATH_3					tuo²⁴²															
