Gloss		Beijing	Changsha	Chengdu	Fuzhou	Guangzhou	Guilin	Ha'erbin	Jinan	Jixi	Loudi	Meixian	Nanchang	Nanjing	Rongcheng	Suzhou	Taiyuan	Wenzhou	Xi'an	Xiamen
PERSON_1		ʐən³⁵	ʐən¹³	zən²¹	nøyŋ⁵³	iɐn²¹	liŋ²²	in²⁴	ʐẽ⁵³	iɑ̃⁴⁴	nin¹³	ŋin¹¹	lɨn⁴⁵	ʐɛn¹³	in⁵²	ȵin¹³	zəŋ²¹	naŋ³⁴¹	ʐẽ²⁴	laŋ²⁴
PLAY_1		uar³⁵	uan¹³			uan²¹		uar²⁴	vər⁵³				uan⁴⁵	uɑ̃¹³	uɛr³⁵					
PLAY_2				sua⁵³			suᴀ²³				sɔ⁴²						sua⁵³		fɑ⁵³	
PLAY_3										sz̩⁵⁵								sz̩⁴⁴		
PLAY_4																bəʔ²³* siã⁴¹²⁻¹³				
PLAY_5												kau³¹								
PLAY_6												liau⁵³								
PLAY_7					hi⁵⁵⁻⁵³ hie²¹²															
PLAY_8					kʰa⁵⁵ lieu⁵³															
PLAY_9																				tsʰit³²*⁻⁵ tʰo²⁴
PULL_1			tsʰə⁴¹																	
PULL_2		lᴀ⁵⁵	la³³	la⁴⁵		lai⁵³		la⁴⁴	la²¹⁴	lɔ⁵⁵	la⁴⁴		la⁴²	lɑ³¹	la²¹⁴	lɑ⁴⁴	la²¹	la⁴⁴	lɑ²¹	la⁵⁵
PULL_3					pɛiʔ⁵															
PULL_4											tʰiɤ⁴⁴									
PULL_5												paŋ³³								
PULL_6							tʰuo⁴²													
PUSH_1		tʰuei⁵⁵	tʰei³³	tʰuei⁴⁵	tʰuoi⁵⁵	tʰøy⁵³	tʰei⁴²	tʰuei⁴⁴	tʰuei²¹⁴	tʰa⁵⁵		tʰui³³	tʰui⁴²	tʰuei³¹	tʰei⁵²	tʰᴇ⁴⁴	tʰuei²¹		tʰuei²¹	tu⁵⁵
PUSH_2																			ɕiæ̃²¹	
PUSH_3																		də³⁴¹		
PUSH_4			ɕyẽ³³																	
PUSH_5											nɤn³⁵									
PUSH_6					tʰiaŋ³²															
PUSH_7					søyŋ³²															
RAIN (PRECIPITATION)_1		y²¹³	y⁴¹	y⁵³	y³²	y²³	y²³	y²¹³	y⁴⁵	y²¹³	y⁴²	i³¹	y²¹³	y¹¹	y²¹⁴	ɦy²³¹	y⁵³	v²⁴	y⁵³	hɔ²²
RED_1		xuŋ³⁵	xən¹³	xoŋ²¹	øyŋ⁵³	hoŋ²¹	xɤn²²	xuŋ²⁴	xuŋ⁵³	fɑ̃⁴⁴	ɣɤn¹³	fuŋ¹¹	fuŋ⁴⁵	xoŋ¹³	xoŋ³⁵	ɦoŋ¹³	xuŋ²¹	ɦoŋ³⁴¹	xuŋ²⁴	aŋ²¹
RIGHT_1				iou²¹³ səu⁵³																
RIGHT_2		iou⁵¹⁻⁵³ piən⁵⁵	iəu¹¹ piẽ³³	iəu²¹³ səu⁵³ piən⁵⁵	tuai²⁴²⁻⁵⁵ βɛiŋ⁵⁵,tsiaŋ²¹²⁻⁵⁵ mɛiŋ⁵⁵	iɐu²² pin⁵³	iou²¹ piã⁴²⁻²²	iou⁵³ piar⁴⁴	iou³¹ piər⁰	iɵ³¹⁻⁵³ pẽ⁵⁵	io¹¹ piæ⁴⁴⁻³³		iu²¹ piɛn⁴²	iəɯ⁴⁴ pien³¹	iou³³⁴ piər⁵²		iəu⁴⁵ pie²¹ pie²¹⁻⁴⁵			iu²²⁻²¹ pian⁵⁵
RIGHT_3								iou⁵³ piar⁴⁴ la⁰												
RIGHT_4																			iou⁴⁴ ŋæ̃r⁰	
RIGHT_5																ɦiʏ¹³⁻²² miɪ²³¹		jiau²²⁻³³ mai⁰		
RIGHT_6												iu⁵³⁻⁵⁵ pʰien⁵³								
RIVER_1		tɕiɑŋ⁵⁵	tɕian³³	tɕiaŋ⁴⁵	k²ɤn⁵⁵	kɔŋ⁵³	tɕiɑŋ⁴²	tɕiaŋ⁴⁴	tɕiɑŋ²¹⁴	kõ⁵⁵	tɔŋ⁴⁴	koŋ³³	kɔŋ⁴²	tɕiɑ̃³¹	ciaŋ⁵²	kɑ̃⁴⁴	tɕɪɒ̃²¹	kuɔ⁴⁴	tɕiɑŋ²¹	kaŋ⁵⁵
ROOT_1			təu³³ tsz̩⁰																	
ROOT_2																		dʑyɔ³⁴¹		
ROOT_3		kər⁵⁵	kən³³	kən⁴⁵	kyŋ⁵⁵	kɐn⁵⁵	kɤn⁴²	kən⁴⁴	kẽ²¹⁴	kɑ̃⁵⁵	kẽ⁴⁴	kin³³	kiɛn⁴²	kən³¹	kən⁵²	kən⁴⁴	kəŋ²¹	ky⁴⁴	kẽ²¹	kun⁵⁵
ROPE_1		ʂəŋ³⁵				seŋ²¹				ɕiɑ̃⁴⁴						zən¹³	səŋ²¹	zeŋ³⁴¹	ʂəŋ²⁴	
ROPE_2				suən²¹⁻⁵⁵ sər²¹	soʔ²⁴*							sok¹								
ROPE_3			sən¹³ tsz̩⁰,so²⁴ tsz̩⁰	suən²¹⁻⁵⁵ tsz̩⁵³,so²¹⁻⁵⁵ tsz̩²¹			suo⁵⁵ tse²³⁻³³	ʂəŋ²⁴ tsz̩⁰	ʂəŋ⁵³⁻⁴⁵ tsz̩⁰		ʑin¹³ tsz̩⁰		sɨn⁴⁵ tsz̩⁰	sən¹³⁻¹¹ tsz̩⁰	ʂəŋ³⁵ tsz̩⁰		səŋ²¹ tsəʔ⁰			
ROPE_4				so²¹⁻⁵⁵ sər²¹																
ROPE_5																				soʔ³²*⁻⁵ a⁵³
ROTTEN_1																		la²²⁻³³ tsʰz̩⁰		
ROTTEN_2															lɐn³³⁴ lə⁰					
ROTTEN_3					pou²⁴²,aŋ³²⁻⁵⁵ pou²⁴²															
ROTTEN_4		fu²¹⁴⁻²¹ lan⁵¹	fu⁴¹ lan¹¹	lan²¹³		lan²²,fu²² lan²²	fu²³ lã²¹	fu²¹³⁻²¹ lan⁵³	fu²¹⁴⁻⁵⁴ læ̃⁰	nɔ³¹	xu⁴² lã¹¹	fu³¹ lan⁵³	fu²⁴ lan²¹	lɑ̃⁴⁴,fu¹¹⁻²² lɑ̃⁴⁴⁻²²		lᴇ²³¹	fu⁵³ læ̃⁴⁵	vøy²² la²²⁻⁴²	læ̃⁴⁴	nuã²²
ROTTEN_5					aŋ³²															
ROUND_1		yɛn³⁵	yẽ¹³	yan²¹	ieŋ⁵³	yn²¹	yã²²	yan²⁴	yæ̃⁵³	yẽ⁴⁴		ian¹¹	yon⁴⁵	yen¹³		ɦiø¹³	ye²¹	jy³⁴¹	yæ̃²⁴	iæ²⁴
ROUND_2															tʰɐn³⁵					
ROUND_3											uĩ¹³ tʰue⁴⁴									
RUB_1		tsʰɑ⁵⁵	tsʰa²⁴	tsʰa²¹		tsʰat³		tsʰa⁴⁴	tsʰa²¹⁴	tsʰaʔ³²*			tsʰaʔ⁵	tsʰɑʔ⁵	tsʰa²¹⁴		tsʰaʔ²	tsʰa⁴¹	tsʰɑ²¹	
RUB_2																	tɕʰie²¹			
RUB_3				kʰai⁴⁵							kʰa¹³		kʰai⁴²	kʰɛ³¹		kʰɑ⁴⁴				
RUB_4													ŋai⁴²							
RUB_5							mɑ⁵⁵					mat¹	mot⁵							
RUB_6					kaŋ³²															
RUB_7																				tsʰit³²*
SALT_1				iɛn²¹⁻⁵⁵ pa⁵⁵																
SALT_2		iɛn³⁵	iẽ¹³		sieŋ⁵³	im²¹	iã²²	ian²⁴	iæ̃⁵³	iẽ⁴⁴	niæ¹³	iam¹¹	iɛn⁴⁵	ien¹³	iɐn⁵²	ɦiɪ¹³	ɕie²¹ ie²¹	ji³⁴¹	iæ̃²⁴	iam²⁴
SAND_1		ʂᴀ⁵⁵		sa⁴⁵,sa⁴⁵ sa⁵⁵	sai⁵⁵	sa⁵³									ʂa⁵²	so⁴⁴	sa²¹	so⁴⁴		sua⁵⁵
SAND_2			sa³³ tsz̩⁰,sa³³ po¹³ tsz̩⁰	sa⁴⁵ tsz̩⁰			sɑ⁴² tse²³⁻³³	ʂa⁴⁴ tsz̩⁰	ʂa²¹⁴⁻²¹ tsz̩⁰	so⁵⁵ tsz̩⁰	sɔ⁴⁴ tsz̩⁰		sa⁴² tsz̩⁰	sɑ³¹ tsz̩⁰					sɑ²¹ tsz̩⁰	
SAND_3												sa³³⁻³⁵ ve⁰								
SAY_1				pai⁵³				pai⁴⁴												
SAY_2		ʂuo⁵⁵	so²⁴	so²¹		syt³		ʂuo⁴⁴	ʂuɤ²¹	ɕyaʔ³²*				soʔ⁵	ʃuɛ²¹⁴	səʔ⁴	suəʔ²		ʂy²¹	
SAY_3								lau⁴⁴												
SAY_4			tɕian⁴¹		kouŋ³²		kɑŋ²³			kõ²¹³	kɔŋ⁴²	koŋ³¹		tɕiɑ̃¹¹				kuɔ²⁴²		kɔŋ⁵³
SAY_5													ua²¹							
SCRATCH_1		tʂuᴀ⁵⁵	tɕya³³	tsua⁴⁵	tsua⁵⁵	tsa⁵³		tʂua⁴⁴	tʂua²¹⁴	tso⁵⁵	tsɔ⁴⁴	tsa³³	tsua⁴²	tsuɑ³¹	tʂua²¹⁴		tsua²¹	tɕyo⁴¹	pfɑ²¹	
SCRATCH_2								tau⁴⁴												
SCRATCH_3				tai²¹																
SCRATCH_4							tsuo⁵⁵					tsok¹¹				tsoʔ⁴				
SCRATCH_5																o⁴⁴				
SCRATCH_6																no¹³				
SCRATCH_7					ma⁵⁵															
SCRATCH_8																				liaʔ⁵
SCRATCH_9				pa⁴⁵																
SEA_1		xɛ²¹⁴	xai⁴¹	xai⁵³	hai³²	hɔi³⁵	xai²³	xai²¹³	xɛ⁴⁵	xa²¹³	xue⁴²	hoi³¹	hai²¹³	xɛ¹¹	xai²¹⁴	hᴇ⁵²	xai⁵³	he²⁴	xɛ⁵³	hai⁵³
SEED_1		tʂuŋ²¹³⁻²¹ tsə⁰	tsən⁴¹ tsz̩⁰	tsoŋ⁵³⁻⁵⁵ tsz̩⁵³	tsi³² tsi³²	tsoŋ³⁵ tsi³⁵	tsuɤŋ²³ tse²³⁻³³	tsuŋ²¹³⁻²¹ tsz̩⁰	tʂuŋ⁴⁵⁻²¹⁴ tsz̩⁰		tɤn⁴² tsz̩⁰		tsuŋ²¹³ tsz̩⁰	tsoŋ¹¹⁻²¹ sz̩⁰	tʂoŋ²¹⁴ tsz̩⁰		tsuŋ⁵³ tsəʔ⁰		pfəŋ⁵³ tsz̩⁰	
SEED_2												tsuŋ³¹⁻³³ ŋe⁰								
SEED_3																tsoŋ⁵²		tɕyɔ²⁴		tsiŋ⁵³
SEED_4										tsɑ̃²¹³⁻³¹ tsz̩²¹³										
SEE_1				kʰan²¹³ tau⁵³																
SEE_2		kʰan⁵¹⁻⁵³ tɕiɛn⁵¹⁻³¹	kʰan⁵⁵ tɕian⁵⁵		kʰaŋ²¹²⁻⁵³ ŋieŋ²¹²	tʰɐi³⁵ kin³³	kʰuã⁴²⁻²⁴ tɕiã⁴²⁻²²	kʰan⁵³ tɕian⁰,tʂʰou²¹³⁻²¹ tɕian⁰	kʰæ̃³¹⁻⁴⁴ tɕiæ̃⁰	kʰɔ³⁵⁻⁵³ tɕie³⁵	kʰẽ³⁵ tɕiæ³⁵⁻⁵	kʰon⁵³⁻⁵⁵ kian⁵³	kʰon²¹³ tɕiɛn⁴⁵	kʰɑ̃⁴⁴⁻⁴² tɕien⁴⁴	kʰɐn³³⁴ ciɐn³³⁴⁻³²	køʰ⁵²⁻⁴⁴ tɕiɪ⁴¹²⁻²¹	kʰæ̃⁴⁵ tɕie⁴⁵		kʰæ̃⁴⁴ tɕiæ̃⁰	ki²²
SEE_3													kʰon²¹³ tau⁴²							
SEE_4																		tsʰz̩⁴⁴⁻⁴² dʑia⁰		kʰuã²¹⁻⁵³ tio⁰
SEW_1		fəŋ³⁵	xən¹³	foŋ²¹			fɤn²²	fəŋ²⁴	fəŋ⁵³	fɑ̃⁴⁴	ɣɤn¹³	pʰuŋ¹¹	fuŋ⁴⁵	fən¹³	fəŋ³⁵	voŋ¹³	fəŋ²¹		fəŋ²⁴	
SEW_2																		leŋ²²		
SEW_3			liẽ¹³			lyn²¹							liɛn⁴⁵							
SEW_4					pʰuŋ⁵³⁻²¹ ɛiŋ²⁴²															
SEW_5					tʰieŋ²¹²															tʰiæ²²
SHARP_1		tɕiɛn⁵⁵	tɕian³³	tɕiɛn⁴⁵	tsieŋ⁵⁵	tsim⁵³	tɕiã⁴²	tɕian⁴⁴	tɕiæ̃²¹⁴	tsẽ⁵⁵	tɕiæ⁴⁴	tsiam³³	tɕiɛn⁴²	tɕien³¹	tsiɛr⁵²	tsi⁴⁴	tɕie²¹	tɕi⁴⁴	tɕiæ̃²¹	tsiam⁵⁵
SHORT_1		tuan²¹⁴	tõ⁴¹	tuan⁵³	tøy³²	tyn³⁵	tuã²³	tuan²¹³	tuæ̃⁴⁵	tɑ̃²¹³	tuẽ⁴²	ton³¹	ton²¹³	tuɑ̃¹¹	tɐn²¹⁴	tø⁵²	tuæ̃⁵³	tø²⁴	tuæ̃⁵³	te⁵³
SING_1		tʂʰɑŋ⁵¹	tsʰan⁵⁵	tsʰaŋ²¹³	tsʰuoŋ²¹²	tsʰœŋ³³	tsʰɑŋ²⁵	tʂʰaŋ⁵³	tʂʰɑŋ³¹	tɕʰiõ³⁵	tʰɔŋ³⁵	tsʰoŋ⁵³	tsʰɔŋ²¹³	tsʰɑ̃⁴⁴	tʂʰaŋ³³⁴	tsʰɑ̃⁴¹²	tsʰɒ̃⁴⁵	tɕʰi⁵¹	tʂʰɑŋ⁴⁴	tsʰiũ²¹
SIT_1		tsuo⁵¹	tso¹¹	tso²¹³	sɔy²⁴²	tsʰɔ²²	tsuo²³	tsuo⁵³	tsuɤ³¹		tsʰo¹¹	tsʰo³³	tsʰo²¹	tso⁴⁴	tsuɔ³³⁴	zəu²³¹	tsuɤ⁴⁵	zo²⁴	tsuo⁴⁴	tse²²
SIT_2										kʰui²¹³										
SKIN_1					pʰuoi⁵³			ʐou⁵³ pʰiər²⁴		pʰz̩⁴⁴	pʰi¹³	pʰi¹¹							pʰi²⁴	pʰe²¹
SKIN_2		pʰi³⁵ fu⁰	pi¹³ fu³³		pʰuoi⁵³⁻⁵⁵ u⁵⁵	pʰei²¹ fu⁵³	pi²² fu⁴²⁻²²		pʰi⁵³ fu²¹⁴				pʰi²⁴ fu⁰	pʰi¹³ fu³¹	pʰi³⁵ fu⁵²	bi¹³⁻²² fu⁴⁴⁻³¹	pʰi²¹ fu²¹	bei³⁴¹⁻³³ fu⁴⁴⁻²²		
SKIN_3				pʰi²¹⁻⁵⁵ tsz̩⁵³																
SKIN_4				pʰi²¹⁻⁵⁵ pʰi²¹⁻⁵⁵																
SKY_1																tʰiɪ⁴¹ læ²³¹⁻⁴⁴ ɦiɑ¹³⁻²¹				
SKY_2								tʰian⁴⁴			tʰiæ⁴⁴					tʰiɪ⁴⁴				
SKY_3		tʰiɛn⁵⁵ kʰuŋ⁵⁵	tʰiẽ³³ kʰən³³			tʰin⁵⁵ hoŋ⁵³	tʰiã⁴² kʰɤn⁴²⁻²²		tʰiæ̃²¹⁴⁻²³ kʰuŋ³¹	tʰẽ⁵⁵ kʰuɑ̃⁵⁵			tʰiɛn⁴² kuŋ⁴²	tʰien³¹⁻³³ kʰoŋ³¹	tʰiɐn⁵²⁻²¹ kʰoŋ³³⁴⁻³²				tʰiæ̃²¹ kʰuŋ²¹	
SKY_4				tʰiɛn⁴⁵ saŋ²¹³⁻²¹				tʰian⁴⁴ ʂaŋ⁰				tʰien³³⁻³⁵ hoŋ⁵³					tʰie²¹ sɒ̃⁴⁵			
SKY_5					tʰieŋ⁵⁵ nøyŋ⁵⁵															
SKY_6																				tʰiæ⁵⁵⁻²² tiŋ⁵³
SKY_7																		tʰi⁴⁴ lei⁴⁴		
SLEEP_1		ʂuei⁵¹	ɕyei¹¹	suei²¹³		søy²²	suei²¹	ʂuei⁵³	ʂuei³¹			soi⁵³		suei⁴⁴	ʂuei³³⁴		suei⁴⁵		fei⁴⁴	
SLEEP_2			kʰuən⁵⁵		kʰɔuŋ²¹²					kʰuɑ̃³⁵	kʰun³⁵		kʰun²¹³			kʰuən⁴¹²		kʰy⁵¹		kʰun²¹
SMALL_1			ɕi⁵⁵		sɑ²¹²		ɕi²⁴					se⁵³								
SMALL_2					nɔuŋ²⁴²															
SMALL_3		ɕiɑu²¹³	ɕiau⁴¹	ɕiau⁵³		siu³⁵		ɕiau²¹³	ɕiɔ⁴⁵	ɕie²¹³	ɕiɤ⁴²		ɕiɛu²¹³	ɕiɔ¹¹	siau²¹⁴	siæ⁵²	ɕiau⁵³	sai²⁴	ɕiɑu⁵³	sue²¹
SMELL (PERCEIVE)_1		uən³⁵	uən¹³	uən²¹		mɐn²¹	uɤŋ²²	uən²⁴	vẽ⁵³				un⁴⁵	uən¹³	uən⁵²	mən¹³	vəŋ²¹		vẽ²⁴	
SMELL (PERCEIVE)_2										pʰɑ̃³⁵										
SMELL (PERCEIVE)_3											ɕiɤŋ³⁵		ɕiuŋ⁴⁵					hoŋ⁵¹		
SMELL (PERCEIVE)_4					pɛi²⁴²							pʰi⁵³								pʰi²²
SMOKE (EXHAUST)_1				iɛn⁴⁵ tsz̩⁵³⁻²¹																
SMOKE (EXHAUST)_2				iɛn⁴⁵ iər⁵⁵																
SMOKE (EXHAUST)_3		iɛn⁵⁵	iẽ³³		houŋ⁵⁵	in⁵⁵	iã⁴²	ian⁴⁴	iæ̃²¹⁴	iẽ⁵⁵	niæ⁴⁴	ian³³	iɛn⁴²	ien³¹	iɐn⁵²	iɪ⁴⁴	ie²¹	i⁴⁴	iæ̃²¹	hun⁵⁵
SMOOTH_1		pʰiŋ³⁵	pin¹³	pʰin²¹	paŋ⁵³	pʰɛŋ²¹	pei²²	pʰiŋ²⁴	pʰiŋ⁵³	pʰiɑ̃⁴⁴	pʰiɔ¹³	pʰiaŋ¹¹	pʰin²⁴	pʰin¹³	pʰiŋ³⁵	bin¹³	pʰiŋ²¹	beŋ³⁴¹	pʰiŋ²⁴	piæ²⁴
SNAKE_1		ʂy³⁵	sə¹³	se²¹	lau³²⁻²¹ lie⁵³	sɛ²¹	sᴀ²²	ʂy²⁴	ʂa⁵³	so⁴⁴	tɕʰiɔ¹³		sa⁴⁵	ʂə¹³		zo¹³	sɤ²¹	zei³⁴¹		tsua²⁴
SNAKE_2								tʂʰaŋ²¹ tʂʰuŋ²¹							tʂʰaŋ³⁵ tʂʰoŋ⁰				tʂʰɑŋ²⁴ pfʰəŋ⁰	
SNAKE_3												sa¹¹ ko³³								
SNAKE_4				so⁴⁵ lau⁵³⁻⁵⁵ ər²¹³⁻²¹																
SNOW_1		ɕyɛ²¹³	ɕie²⁴	ɕye²¹	suoʔ²⁴*	syt³	ɕye⁵⁵	ɕyɛ²¹³	ɕyɤ²¹⁴	ɕiaʔ³²*	sue¹³	siet¹	ɕyet⁵	ɕyeʔ⁵	siɛ²¹⁴	siəʔ⁴	ɕyəʔ²	ɕy⁴¹	ɕyɛ²¹	seʔ³²*
SPIT_1		tʰu⁵¹	tʰəu⁵⁵	tʰu⁵³		tʰou³³	tʰu²³	tʰu⁵³	tʰu³¹	tʰu²¹³	tʰɤu⁴²	tʰui⁵³	tʰu²¹³	tʰu¹¹	tʰu²¹⁴	tʰəu⁵²	tʰu⁵³	tʰøy²⁴	tʰou⁵³	
SPIT_2					pʰuoi²¹²															pʰui²¹
SPLIT_1			si³³										sz̩⁴²	sz̩³¹			sz̩²¹		sz̩²¹	
SPLIT_10													tsei⁴²							
SPLIT_2		sz̩⁵⁵ liɛ⁵¹			tʰie³² lieʔ⁵	si⁵³ lit²		sz̩⁴⁴ liɛ⁵³	sz̩²¹⁴⁻²⁴ liə³¹				si⁴² liɛt⁵	sz̩³¹ lieʔ⁵	sz̩⁵² liɛ²¹⁴		sz̩²¹ lie⁴⁵			
SPLIT_3																			sz̩²¹ læ̃⁴⁴	
SPLIT_4				sz̩⁴⁵ kʰai⁴⁵						tɕʰiɔ²¹³⁻³¹ kʰa⁵⁵		tsʰa³¹ kʰoi³³								
SPLIT_5			tʂʰə⁴¹							tɕʰiɔ²¹³										
SPLIT_6																hən⁴⁴				
SPLIT_7																		do²¹		
SPLIT_8							tsʰᴀ²³⁻²² pʰuo²⁵				tʰiɔ⁴² bu³⁵⁻⁵									
SPLIT_9																				tʰiaʔ⁵³* li²²
SQUEEZE_1											tsʰe⁴² tɤ⁰									
SQUEEZE_2		iᴀ⁵⁵	ia²⁴	ŋa⁴⁵	taʔ²⁴*	ŋat³	ŋa⁵⁵	ia⁴⁴	ia²¹⁴		ia¹³	ap¹	ŋat⁵	iɑʔ⁵	ia²¹⁴	ɑʔ⁴	ia⁴⁵	a⁴¹	ȵiɑ²¹	teʔ³²*
SQUEEZE_3													tɕi²¹³	tɕi¹¹			tɕi⁵³			
SQUEEZE_4				tsa²¹³						tso³⁵				tsɑʔ⁵						
STAB_1		tsʰz̩⁵¹	tsʰz̩⁵⁵		tsʰie²¹²	tsʰi³³	tsʰz̩²⁵	tsʰz̩⁵³	tsʰz̩²¹		tsz̩³⁵	tsʰz̩⁵³	tsʰz̩²¹³			tsʰz̩⁴¹²	tsʰz̩⁴⁵		tsʰz̩⁴⁴	tsʰi²¹
STAB_2															nɐn²¹⁴					
STAB_3				tɕy⁴⁵																
STAB_4										tsʰoʔ³²*				tsʰoʔ⁵		tsʰoʔ⁴				
STAB_5																		taŋ⁵¹		
STAND_1															li²¹⁴ tʂə⁰					
STAND_2		tʂan⁵¹	tsan⁵⁵	tsan²¹³		tsam²²	tsã²¹	tʂan⁵³	tʂæ̃³¹		tsã³⁵		tsan⁴⁵	tsɑ̃⁴⁴			tsæ̃⁴⁵		tsæ̃⁴⁴	
STAND_3																liəʔ²³*				
STAND_4										kʰa²¹³										
STAND_5					kʰie²⁴²							kʰi³³						ɡe²⁴		kʰia²²
STAND_6			ti⁵⁵																	
STAR_1							sei⁴² tse²³⁻³³				siɔ̃⁴⁴ tsz̩⁰		ɕiaŋ⁴² tsz̩⁰							
STAR_2												sen³³⁻³⁵ ne⁰								
STAR_3		ɕiŋ⁵⁵ ɕiŋ⁰	ɕin³³ ɕin⁰	ɕin⁴⁵ ɕiər⁵⁵		sɛŋ⁵⁵ sɛŋ⁵⁵		ɕiŋ⁴⁴ ɕiər⁰	ɕiŋ²¹³⁻²¹ ɕiŋ⁰	ɕiɑ̃⁵⁵ ɕiɑ⁵⁵				ɕin³¹ ɕin⁰	siŋ⁵² siŋ⁰		ɕiŋ²¹ ɕiŋ²¹⁻⁴⁵		ɕiŋ²¹ ɕiŋ²⁴	
STAR_4					siŋ⁵⁵											sin⁴⁴		seŋ⁴⁴		tsʰiæ⁵⁵
STAR_5				ɕin⁴⁵ ɕiər²¹³⁻²¹																
STICK_1												kun⁵³⁻⁵⁵ ne⁰						buɔ²⁴⁻⁴² ŋ̍⁰		
STICK_2			kuən⁵⁵ tsz̩⁰				kuɤŋ⁴²⁻²⁴ tse²³⁻³³	kuən⁵³ tsz̩⁰	kuẽ²¹⁻⁴⁴ tsz̩⁰	kuɑ̃³⁵ tsz̩⁵³				kuən⁴⁴ tsz̩⁰		kuən⁴¹²⁻⁵² tsz̩⁵²⁻²³	kuŋ⁴⁵ tsəʔ⁰			
STICK_3		kuən⁵¹			kuŋ²¹²⁻²¹ kouŋ²¹²	kuɐn³³					kun³⁵		kun⁴⁵		kuər³³⁴		kuŋ⁴⁵		kuən⁴⁴	
STICK_4																bɑ̃²³¹				
STICK_5																				tsʰe⁵³⁻⁵⁵ ia⁵³
STICK_6				kuəm²¹³ kuər⁵⁵																
STONE_1											ɕiɔ³⁵ diɤ¹³ kua⁰									
STONE_2		ʂʐ̩³⁵ tʰou⁰	sz̩²⁴ təu⁰	siz̩²¹⁻⁵⁵ tʰəu²¹⁻⁵⁵	suoʔ⁵⁻³³ lau⁵³	sɛk² tʰɐu²¹	sei²² tai²²	ʂʐ̩²⁴ tʰou⁰	ʂi⁵³⁻⁴⁵ tʰou⁰	ɕieʔ³²* tʰi⁴⁴		sak⁵ tʰeu¹¹	saʔ² tʰɛu⁰	ʂʐ̩ʔ⁵ tʰəɯ¹³	ʂz̩³⁵ tʰou⁰	zɑʔ²³* dʏ¹³⁻³¹	səʔ⁵⁴ tʰəu²¹		ʂʐ̩²⁴ tʰou⁰	tsioʔ⁵⁻²¹* tʰau²⁴
STONE_3																		zei²¹⁻² dɤu³⁴¹⁻²⁴ tsz̩²⁴²⁻⁵³ ŋ̍⁰		
STRAIGHT_1		tʂʐ̩³⁵	tsz̩²⁴	tsz̩²¹	tiʔ⁵	tsek²	tsz̩²²	tʂʐ̩²⁴	tʂʐ̩⁵³	tɕʰieʔ³²*	tɕʰi³⁵	tsʰət⁵	tsʰɨt²¹*	tʂʐ̩ʔ⁵	tʃi³⁵	zɛʔ²³*	tsɛʔ²	dzei²¹	tʂʐ̩²⁴	tit⁵
STRIKE_1		tᴀ²¹⁴	ta⁴¹	ta⁵³		ta³⁵	tᴀ²³	ta²¹³	ta⁴⁵	tɔ²¹³	ta⁴²	ta³¹	ta²¹³	tɑ¹¹	ta²¹⁴	tã⁵²	ta⁵³	tiɛ²⁴	tɑ⁵³	
STRIKE_2					pʰaʔ²⁴*															pʰaʔ³²*
SUCK_1		ɕi⁵⁵				kʰɐp⁵						kʰip¹					ɕiəʔ²	ɕiai⁴¹	ɕi²¹	
SUCK_2								kuo²¹³												
SUCK_3						syn²³			ʂuẽ⁵³						çy²¹⁴					
SUCK_4				tɕy²¹														tɕy⁴¹		
SUCK_5					soʔ²⁴*		suo⁵⁵			soʔ³²*				soʔ⁵		soʔ⁴				suʔ⁵
SUCK_6																həu⁴⁴				
SUCK_7			tɕin³³								tsin⁴⁴									
SUCK_8													tɕit⁵							
SUN_1		tʰai⁵¹⁻⁵³ iɑŋ³⁵	tʰai⁵⁵ ian¹³	tʰai²¹³ iaŋ²¹		tʰai³³ iœŋ²¹		tʰai⁵³ iaŋ⁰	tʰə³¹ iɑŋ⁵³	tʰɔ³⁵⁻⁵³ iɔ⁴⁴	tʰa³⁵ iɔŋ¹³⁻³³		tʰai²¹³ iɔŋ⁴⁵	tʰɛ⁴⁴⁻⁴² iɑ̃⁰		tʰɑ⁴¹²⁻⁴⁴ ɦiã¹³⁻²¹	tʰai⁴⁵ ɪɒ̃⁰	tʰa⁵¹⁻⁴² ji³⁴¹⁻²¹	tʰɛ⁴⁴ iɑŋ⁰	
SUN_2																				lit⁵
SUN_3																			ər²¹ tʰou⁰ iɛ⁴⁴	
