Gloss		Beijing	Changsha	Chengdu	Fuzhou	Guangzhou	Guilin	Ha'erbin	Jinan	Jixi	Loudi	Meixian	Nanchang	Nanjing	Rongcheng	Suzhou	Taiyuan	Wenzhou	Xi'an	Xiamen
SUN_4											ni³⁵ diɤ¹³⁻³³ kʰu⁴⁴⁻³³									
SUN_5					niʔ⁵ tʰau⁵³		lie⁵⁵ tai²²	ʐʐ̩⁵³ tʰou⁰				ŋit¹ tʰeu¹¹			i²¹³⁻³⁵ tʰou⁰				ər²¹ tʰou⁰	
SWELL_1																		və³⁴¹		
SWELL_2		tsuŋ²¹³	tsən⁴¹	tsoŋ⁵³	tsɤn³²	tsoŋ³⁵	tsuɤŋ²³	tsuŋ²¹³	tʂuŋ⁴⁵	tsɑ̃²¹³	tɤn⁴²	kua³³⁻³⁵ tsuŋ³¹	tsuŋ²¹³	tsoŋ¹¹	tʂoŋ²¹⁴		tsuŋ⁵³	tɕyo²⁴²	pfəŋ⁵³	tsiŋ⁵³
SWELL_3																hɛ⁴⁴				
SWIM_1		iou³⁵ ʂuei²¹³	iəu¹³ ɕyei⁴¹,uan¹³ ɕyei⁴¹		sieu⁵³⁻³³ tsuoi³²	iɐu²¹ søy³⁵	iou²² suei²³			vo⁵⁵⁻⁴⁵ ɕy²¹³	io¹³⁻³³ ɕy⁴²		iu⁴⁵ sui²¹³						iou²⁴ fei⁵³,fu²⁴ fei⁵³	siu²⁴⁻²² tsui⁵³
SWIM_2																			iou²⁴	
SWIM_3				iəu²¹⁻⁵⁵ yn²¹³				iou²⁴ yŋ²¹³	iou⁵³ yŋ⁴⁵		io¹³⁻³³ un¹¹		iu⁴⁵ iuŋ²¹³	iəɯ¹³ ioŋ¹¹			iəu²¹ yŋ⁵³			
SWIM_4				ɕi⁵³⁻⁵⁵ tsau⁵³											si²¹⁴⁻³⁵ tsau²¹⁴					
SWIM_5																hoʔ⁴ lã²³⁻²² ɦioʔ²³*⁻⁴				
SWIM_6												se³¹ sən³³⁻³⁵ ne⁰								
SWIM_7																		jieu³⁴¹⁻²⁴ vu³⁴¹⁻⁴² ŋ̍⁰		
TAIL_1				uei⁵³⁻⁵⁵ tsz̩⁵³																
TAIL_2		uei²¹³			muoi³² muoi³²	mei²³														me⁵³
TAIL_3			uei⁴¹ pa⁰	uei⁵³⁻⁴⁵ pa⁵⁵			uei²³ pᴀ⁴²⁻²²	uei²¹³⁻²¹ pa⁰	i⁴⁵⁻²¹³ pa⁰	vi²¹³⁻³¹ po⁵⁵	ui⁴² pa⁰	mi³³ pa³³	ui²¹³ pa⁰	uei¹¹⁻²² pɑ⁰	uei²¹⁴⁻²¹ pa³³⁴	ȵi²³¹⁻²² po⁴⁴	vei⁵³ pa⁰		i⁵³ pɑ⁰	me⁵³⁻⁵⁵ pa⁵⁵
TAIL_4																		mei²⁴ po⁴⁴⁻⁴² ŋ̍⁰		
THAT_1															niɛr³³⁴					
THAT_2		nɑ⁵¹	la⁵⁵	na²¹³		na³³	lᴀ²³	na⁵³	na³¹	na³¹	lo¹¹		la²¹³	ləʔ⁵					nɑ⁵³	
THAT_3																	vai⁵³			
THAT_4																kuᴇ⁴⁴				
THAT_5					hy³²								he²¹³					he²⁴		
THAT_6					huoi⁵³															
THAT_7																				hit³²*
THAT_8												ke⁵³								
THERE_1															niɛr³³⁴					
THERE_10										na³¹ n̩⁰										
THERE_11												e⁵³⁻⁵⁵ ie⁰								
THERE_2					hu⁵⁵⁻⁵³ uoi²¹²									leʔ⁵ kʰuɛ⁴⁴						
THERE_3						kɔ³³ tou³³														
THERE_4		nar⁵¹		nər²¹³				nar⁵³	nar³¹								nar⁴⁵		nɑr⁵³	
THERE_5																uᴇ⁴⁴ miɪ²³¹⁻²¹				
THERE_6				na²¹³ ko⁵⁵ ti²¹³ faŋ⁵⁵			lᴀ²³ kuo⁰ ti²⁴⁻²¹ fɑŋ⁴²⁻²²													
THERE_7			la⁵⁵ li⁴¹								lo¹¹ li⁰		la²¹³ li⁰							
THERE_8																		buɔ³⁴¹⁻² ta⁴⁴		
THERE_9																				hit³²*⁻⁵ te²¹
THEY_1					i⁵⁵ nøyŋ⁵³,i⁵⁵ koʔ²⁴*⁻²¹* nøyŋ⁵³															
THEY_10							tʰᴀ⁴² ti⁰ kɤ²¹													
THEY_2		tʰᴀ⁵⁵ mən³⁵	tʰa³³ mən	tʰa⁴⁵ mən²¹⁻⁵⁵				tʰa⁴⁴ mən⁰	tʰa⁴⁵⁻²¹⁴ mẽ⁰				tɕie²⁴ mɨn⁰	tʰɑ³¹ mən¹³	tʰa⁵² mən³³⁴		tʰa²¹ məŋ⁰			
THEY_3																		ɡei³⁴¹⁻³¹ liɛ³⁴¹⁻²¹		
THEY_4											tʰɔ⁴⁴ nã¹³⁻³³									
THEY_5						kʰøy²³ tei²²														
THEY_6																				in⁵⁵
THEY_7										ki⁴⁴ iɑ̃⁰		ki¹¹ ten³³⁻³⁵ ŋin¹¹								
THEY_8																			tʰɑ²¹ ti⁰	
THEY_9																li⁴⁴ toʔ⁰				
THICK_1		xou⁵¹	xəi⁴¹	xəu²¹³	kau²⁴²	hɐu²³		xou⁵³	xou³¹	xi²¹³	ɣɤ¹¹		hɛu²¹	xəɯ⁴⁴	xou³³⁴	ɦʏ²³¹	xəu⁴⁵	ɡau²⁴	xou⁴⁴	kau²²
THICK_2							xai²⁵ ɕi²²	xou⁵³ ʂʐ̩⁰												
THICK_3												pʰun³³								
THIN (OF LEAF AND CLOTH)_1		pɑu³⁵	po²⁴	po²¹	poʔ⁵	pɔk²	pɑu²²	pɤ²⁴	pɤ⁵³	pʰoʔ³²*	pʰo¹¹	pʰok⁵	pʰɔʔ⁵	poʔ⁵	pɔ³⁵	boʔ²³*	pəʔ⁵⁴*	bo²³	po²⁴	poʔ⁵
THINK (REFLECT)_1		ɕiɑŋ²¹³	ɕian⁴¹	ɕiaŋ⁵³	suoŋ³²	sœŋ³⁵	ɕiɑŋ²³	ɕiaŋ²¹³	ɕiɑŋ⁴⁵	ɕiõ²¹³	ɕiɔŋ⁴²	sioŋ³¹	ɕiɔŋ²¹³	ɕiɑ̃¹¹	siaŋ²¹³	siã⁵²	ɕɪɒ̃⁵³	ɕi²⁴	ɕiɑŋ⁵³	siũ²²
THIS_1						li⁵⁵														
THIS_10																				tsit³²*
THIS_11							i²⁵ kuo⁵⁵											ki⁴¹⁻³ kai⁴¹		
THIS_2													ko²¹³							
THIS_3		tʂɤ⁵¹		tse²¹³				tʂɤ⁵³	tʂɤ³¹		tsz̩³⁵	e³¹		tʂe⁴⁴	tʃɛ³³⁴				tʂɤ⁵³	
THIS_4																	tsai⁵³			
THIS_5										n̩²¹³										
THIS_6																kᴇ⁴⁴				
THIS_7			ko²⁴																	
THIS_8					tsi³²															
THIS_9					tsia³²															
THOU_1					ny³²⁻²¹ nøyŋ⁵³															
THOU_2		ni²¹⁴	li⁴¹	ȵi⁵³		nei²³	lio²³	ni²¹³	ȵi⁴⁵	n̩²¹³		n̩¹¹	n̩²¹³	li¹¹	ni²¹⁴		ni⁵³	ȵi²⁴	ni⁵³	
THOU_3																nᴇ²³¹				
THOU_4											n̩⁴²									
THOU_5					ny³²															li⁵³
THREE_1		san⁵⁵	san³³	san⁴⁵	saŋ⁵⁵	sam⁵⁵	sã⁴²	san⁴⁴	sæ̃²¹⁴	sɔ⁵⁵	sã⁴⁴	sam³³	san⁴²	sɑ̃³¹	sɐn⁵²	sᴇ⁴⁴	sæ̃²¹	sa⁴⁴	sæ̃²¹	sã⁵⁵
THROW_1		ʐəŋ⁵⁵	ʐən¹³	zən⁴⁵				ʐəŋ⁴⁴	ləŋ²¹⁴				lɨn²¹				zəŋ⁵³			liŋ⁵⁵
THROW_10					kœʔ⁵															
THROW_11											iɔ³⁵									
THROW_2											liɤ¹¹				liau³³⁴				liɑu⁴⁴	
THROW_3			ɕuai⁴¹	suai⁵³																
THROW_4														suə³¹						
THROW_5										pʰɤ⁵⁵										
THROW_6																toʔ⁴				
THROW_7																		ɡa²²		
THROW_8					lieu⁵⁵	tiu⁵⁵	tiou⁴²					tiu³³	tiu⁴²							
THROW_9					kʰœ³²															
TIE_1				kʰuɛn⁵³⁻⁵⁵ tɕʰi⁵³																
TIE_2		kʰuən²¹⁴	kʰuən⁴¹		kʰuŋ³²	kʰuɐn³⁵	kʰuɤŋ²²	kʰuən²¹³	kʰuẽ⁴⁵		kʰun⁴²	kʰun³¹	kʰun²¹³	kʰuən¹¹		kʰuən⁵²	kʰuŋ⁵³	ɦo²¹	kʰuẽ⁵³	kʰun⁵³
TIE_3										põ²¹³					paŋ²¹⁴					
TIE_4				tsa²¹	tsaʔ²⁴*						tsa¹³		tsat⁵			tsaʔ⁴	tsaʔ²		tsɑ²¹	
TIE_5																				pak⁵
TIE_6											diɔ̃¹³									
TIE_7													tʰiaʔ⁵							
TONGUE_1		ʂɤ³⁵			tsʰuoi²¹²⁻⁵⁵ sioʔ⁵	sit²				kʰi²¹³⁻³¹ tɕʰyaʔ³²*							ʂəʔ⁵⁴	kʰau²⁴²⁻⁴⁵ ji²¹		
TONGUE_2												sat⁵ ma¹¹								
TONGUE_3			sə²⁴ tsz̩⁰								ɕie³⁵ tsz̩⁰									
TONGUE_4			sə²⁴ təu⁰	se²¹⁻⁵⁵ tʰər²¹⁻⁵⁵			ɕie²² tai²²	ʂɤ²⁴ tʰou⁰	ʂɤ⁵³⁻⁴⁵ tʰou⁰				sət²¹* tʰɛu⁰	seʔ⁵ tʰəɯ¹³	ʃɛ³⁵ tʰə⁰	zəʔ²³* dʏ¹³⁻³¹	ʂəʔ⁵⁴ tʰəur²¹		ʂɤ²⁴ tʰou⁰	
TONGUE_5																				tsiʔ⁵⁻²¹* ia⁵³
TOOTH_1																ŋɑ¹³⁻²² tsz̩⁵²⁻³¹				
TOOTH_2								ia²⁴												
TOOTH_3		iᴀ³⁵ tʂʰʐ̩²¹³	ŋa¹³ tsʰz̩⁴¹	ia²¹⁻⁵⁵ tsʰz̩⁰	kʰi³²	ŋa²¹ tsʰi³⁵	ŋᴀ²² tɕʰi²³⁻³³		ia⁵³ tʂʰʐ̩⁴⁵	ŋo⁴⁴⁻³⁵ tsz̩²¹³	ŋɔ¹³ dzz̩⁴²	ŋa¹¹ tsʰz̩³¹	ŋo⁴⁵ tsz̩⁰	iɑ¹³ tʂʰʐ̩¹¹	ia⁵² tʂʰʐ̩²¹⁴		ia²¹ tsʰz̩⁵³	ŋo³⁴¹⁻⁴² tsʰz̩²⁴²⁻²²	ȵiɑ²⁴ tsʰz̩⁰	tsʰui²²⁻²¹ kʰi⁵³
TREE_1		ʂu⁵¹	ɕy¹¹	su²¹³	tsʰieu²¹²	sy²²	ɕy²¹	ʂu⁵³	ʂu³¹	ɕy³¹	ʑy¹¹		su²¹	su⁴⁴	ʃy³³⁴	zʯ²³¹	su⁴⁵	zz̩²²	fu⁴⁴	tsʰiu²²
TREE_2												su⁵⁵ ve⁰								
TURN AROUND_1		tʂuan²¹³	tɕuẽ⁵⁵,tɕyẽ⁴¹	tsuan²¹³	tuoŋ³²	tsyn³³,tsyn³⁵	tsuã²³	tʂuan²¹³	tʂuæ̃⁴⁵	tɕyẽ²¹³,tɕyẽ³⁵	tɕyĩ³⁵,tɕyĩ⁴²	tson³¹	tson²¹³,tson⁴⁵	tsuɑ̃¹¹,tsuɑ̃⁴⁴	tʂuɐn²¹⁴	tsø⁴¹²,tsø⁵²	tsuæ̃⁴⁵	tɕy²⁴	pfæ̃⁵³,pfæ̃⁴⁴	tsuan⁵³
TURN AROUND_2					pɛ³² lɛ³²															
TWO_1		ər⁵¹	ə¹¹	ər²¹³	nɛi²⁴²	i²²	i²¹	ər⁵³	ər³¹	ẽ³¹	ɤ¹¹	ŋi⁵³	ɵ²¹	ər⁴⁴	ər³³⁴	ȵi²³¹,əl²³¹	ər⁴⁵	ŋ̍²²	ər⁴⁴	
TWO_2		liɑŋ²¹⁴	lian⁴¹	liaŋ⁵³	laŋ²⁴²	lœŋ³⁵			liɑŋ⁴⁵	ȵiõ²¹³	niɔŋ⁴²	lioŋ³¹	liɔŋ²¹³	ȵiɑ̃¹¹		liã²³¹	lia⁵³	liə²¹	liɑŋ⁵³	lŋ̍²²
VOMIT_1		tʰu⁵¹	tʰu⁵⁵		tʰou²¹²	ŋɐu³⁵ tʰou³³	tʰu²⁵	tʰu⁵³	tʰu³¹				tʰu²¹³	tʰu⁴⁴,əɯ¹¹⁻²² tʰu⁴⁴⁻²²	ou²¹³⁻³⁵ tʰu²¹⁴			tʰøy⁵¹	ŋou²¹ tʰu⁵³	tʰo²¹
VOMIT_2												pʰon³³								
VOMIT_3													ŋiɛu²¹³			ʏ⁵²				
VOMIT_4				fa²¹⁻⁵⁵ tʰu⁵³ lo²¹,tʰu⁵³⁻⁵⁵ lo²¹,ŋəu⁵³⁻⁴⁵ lo²¹													tʰu⁵³ lə⁰			
VOMIT_5										fɔ⁵⁵⁻⁴⁵ ŋoʔ³²*										
VOMIT_6											xue⁴²,ta³⁵⁻⁵ xue⁴²									
WALK_1		tsou²¹³	tsəu⁴¹	tsəu⁵³		tsɐu³⁵		tsou²¹³	tsou⁴⁵		tɕio⁴²		tsɛu²¹³	tsəɯ¹¹	tsou²¹⁴		tsəu⁵³	tsau²⁴	tsou⁵³	
WALK_2					kiaŋ⁵³		xei²²			xẽ⁴⁴		hin¹¹								kiã²⁴
WALK_3																bæ¹³				
WASH_1		ɕi²¹³	ɕi⁴¹	ɕi⁵³	sɛ³²	sɐi³⁵	ɕi²³	ɕi²¹³	ɕi⁴⁵	si²¹³	ɕi⁴²	se³¹	ɕi²¹³	ɕi¹¹	si²¹⁴	dɑ²³¹	ɕi⁵³	sei²⁴²	ɕi⁵³	sue⁵³
WATER_1		ʂuei²¹³	ɕyei⁴¹	suei⁵³	tsuoi³²	søy³⁵	suei²³	ʂuei²¹³	ʂuei⁴⁵	ɕy²¹³	ɕy⁴²	sui³¹	sui²¹³	suei¹¹	ʂuei²¹³	sʯ⁵²	suei⁵³	sz̩²⁴	fei⁵³	tsui⁵³
WET_1		ʂʐ̩⁵⁵	sz̩²⁴	sz̩²¹		sɐp⁵	ɕi⁵⁵	ʂʐ̩⁴⁴	ʂʐ̩²¹⁴		ɕi¹³	səp¹	sɨt⁵		ʃi²¹⁴	səʔ⁴	səʔ²	sai⁴¹		sip³²*
WET_2														tsʰɔ¹³					tʂɑu²⁴	
WET_3										tʰi³⁵⁻⁵³ ni⁴⁴										
WET_4					laŋ²⁴²															
WE_1					naŋ⁵³⁻²¹ ŋa⁵⁵⁻⁵³ koʔ²⁴*⁻²¹* nøyŋ⁵³,nu⁵³ koʔ²⁴*⁻²¹* nøyŋ⁵³															
WE_10					naŋ⁵³⁻²¹ ŋa⁵⁵															
WE_11							uo²³ te²³ lei⁴² kɤ²¹													
WE_2		uo²¹³⁻²¹¹ mən³⁵	ŋo⁴¹ mən⁰	ŋo⁵³⁻⁴⁵ m̩⁵⁵				uo²¹³⁻²¹ mən⁰	vɔ⁴⁵⁻²¹⁴ mẽ⁰				ŋo²¹³ mɨn⁰	o¹¹⁻²¹ mən¹³	uɔ²¹⁴⁻²¹ mən³⁵		ɣɤ⁵³ mɤ⁰			
WE_3													ŋo²¹³ ko⁰ li⁰							
WE_4																		ŋ̍²⁴⁻²² liɛ³⁴¹⁻⁴		
WE_5						ŋɔ²³ tei²²														
WE_6											ŋ̍⁴² ŋa⁴⁴⁻³³								ŋɛ²¹	
WE_7																ŋəu²³¹⁻¹³ ȵi⁰				
WE_8																				lan⁵³
WE_9										ɔ²¹³ iɑ̃⁰		ŋai¹¹ ten³³⁻³⁵ ŋin¹¹								
WHAT_1		ʂən³⁵ mə⁰	sən²⁴ mo⁰				sɤn²² mᴀ²²	ʂən²⁴ mɤ⁰	ʂẽ⁵³⁻⁴⁵ mə⁰	ɕieʔ³²* mɤ²¹³				ʂən¹³ moʔ⁵	ʂən³⁵ mə⁰					
WHAT_10												mak¹ ke⁵³								
WHAT_2								ʂa²⁴								sɑ⁴¹²			sɑ⁴⁴	
WHAT_3																	səŋ⁴⁵ ləʔ²			
WHAT_4																		a⁴¹⁻³ ȵi³⁴¹⁻⁴¹		
WHAT_5													ɕit⁵ li²¹							
WHAT_6						mɐt⁵ iɛ²³														
WHAT_7					sieʔ²⁴*⁻⁵³* noʔ²⁴*															
WHAT_8																				sim⁵³⁻⁵⁵ miæʔ⁵
WHAT_9			mo²⁴ tsz̩⁰	sa²¹³ tsz̩⁵³							mɤ⁴² tsz̩⁰									
WHERE_1										na²¹³⁻³¹ xɑ̃³⁵				lɑ¹¹⁻²¹ kʰuɛ⁴⁴						
WHERE_10						pin⁵⁵ tou²²														
WHERE_11					tie³²⁻³⁵ nœ³²															
WHERE_12							lᴀ²³ xɑŋ³³													
WHERE_13												ŋai⁵³⁻⁵⁵ ie⁰								
WHERE_14																				to⁵⁵ loʔ⁵
WHERE_2				nər⁵³				nar²¹³												
WHERE_3			o¹³ tsz̩⁰																	
WHERE_4																	na⁵³ lɛ⁰			
WHERE_5								na²¹³⁻²¹ kar⁴⁴												
WHERE_6																no¹³ taʔ⁰			ɑ⁵³ tɑ²¹	
WHERE_7		nᴀ²¹⁴⁻³⁵ li²¹⁴	la⁴¹ li⁰					na²⁴ li²¹³	na²¹³ ȵiẽ⁰		la⁴² li⁰		la²¹³ li⁰		na³⁵ li²¹⁴					
WHERE_8				nər⁵³⁻⁴⁵ kən⁵⁵ tɕʰiɛn²¹																
WHERE_9																		ȵiau²¹⁻² duɔ²⁴		
WHITE_1		pɛ³⁵	pə²⁴	pe²¹	paʔ⁵	pak²	piᴀ²²	pai²⁴	pei⁵³	pʰaʔ³²*	pʰɔ³⁵	pʰak⁵	pʰaʔ⁵	pəʔ⁵	pɛ³³⁴	bɑʔ²³*	pai²¹,piə⁵⁴*	ba²¹	pei²⁴	peʔ⁵
WHO_1		ʂəi³⁵	sei¹³			søy²¹		ʂuei²⁴	ʂei⁵³		sui¹³				ʃuɛ³⁵		suei²¹		sei²⁴	
WHO_2					tie³²⁻⁵³ ʒieʔ²⁴*															
WHO_3					tie³² nøyŋ⁵³															
WHO_4												man³¹ ŋin¹¹				sɑ⁴¹²⁻⁴¹ ȵin¹³⁻²¹		a⁴¹⁻³ ȵi³⁴¹⁻⁴² naŋ³⁴¹⁻²¹		siã⁵³⁻⁵⁵ laŋ²⁴
WHO_5			o¹³ tsz̩⁵⁵ ko⁵⁵	na⁵³⁻⁴⁵ ko²¹³⁻²¹			lᴀ²³ kuo³³			na²¹³⁻³¹ kɵ³⁵			lai²¹³⁻²⁴ ko²¹	lɑ¹¹⁻²² ko⁴⁴⁻²²						
WIDE_1		kʰuan⁵⁵	kʰõ³³	kʰuan⁴⁵	kʰuaŋ⁵⁵	fun⁵⁵	kʰuã⁴²	kʰuan⁴⁴	kʰuæ̃²¹⁴	kʰuɔ⁵⁵	kʰuẽ⁴⁴	fat¹	kʰuon⁴²	kʰuɑ̃³¹	kʰuɐn⁵²	kʰuəʔ⁴	kʰuæ̃²¹	kʰo⁴¹	kʰuæ̃²¹	kʰuaʔ³²*
WIDE_2					kʰuaʔ²⁴*															
WIFE_1		tɕʰi⁵⁵ tsz̩⁰	tɕʰi³³ tsz̩⁰,po¹³ po⁰ tsz̩⁰			tsʰɐi⁵³ tsi³⁵			tɕʰi²¹³⁻²¹ tsz̩⁰				tɕʰi⁴² tsz̩⁰							
WIFE_10																		lə²⁴⁻⁴² y⁴⁴⁻²¹		
WIFE_11			tan¹³ kʰə⁰								tʰɔŋ¹³ ke¹³⁻³³									
WIFE_12					lo³²⁻³⁵ lieu³²															
WIFE_13					lau²⁴²⁻⁵³ ma³²														uɑ⁴⁴ tʰɑ²⁴ mɑ²¹	
WIFE_14					tsʰuo²¹²⁻⁵³ lie³²															
WIFE_15																				bɔ⁵³
WIFE_2								lau²¹³⁻²¹ niaŋ²⁴ mər⁰												
WIFE_3				lau⁵³⁻⁴⁵ pʰo²¹	lau²⁴²⁻⁵⁵ pʰo⁵³		lɑu²³ puo²²	lau²¹³⁻²¹ pʰɤ⁰				lau³¹ pʰo¹¹	lau²¹³ pʰo⁰	lɔ¹¹ pʰo¹³	lau²¹³ pʰə⁰	kɑ⁴⁴ tsʯ⁵²⁻⁴⁴ bu¹³⁻²¹	lau⁵³ pʰɤ²¹			
WIFE_4								ɕi²¹³⁻²¹ fur⁰											ɕi²¹ fur⁰	
WIFE_5				lau⁵³⁻⁴⁵ ȵiər²¹															pʰo²⁴ niɑŋ⁰	
WIFE_6										ȵy²¹³ iɑ̃⁴⁴									u²¹ ni⁰ ʐẽ²⁴	
WIFE_7				ȵy⁵³⁻⁴⁵ li⁵⁵																
WIFE_8										nɤ²¹³⁻³² y³¹⁻²¹										
WIFE_9			lei¹¹ tan³³ tɕia³³																	
WIND_1		fəŋ⁵⁵	xən³³	foŋ⁴⁵	huŋ⁵⁵	foŋ⁵³	fɤn⁴²	fəŋ⁴⁴	fɛn²¹⁴	fɑ̃⁵⁵	xɤn⁴⁴	fuŋ³³	fuŋ⁴²	fən³¹	fəŋ⁵²	foŋ⁴⁴	fəŋ²¹	hoŋ⁴⁴	fəŋ²¹	hɔŋ⁵⁵
WING_1										iɑʔ³²* sɵ⁵⁵										
WING_2			i⁵⁵ ka¹³ tsz̩⁰				tɕi²⁵ kuã²² tse²³⁻³³		tʂʰʐ̩²¹⁻⁴⁴ tsz̩⁰											
WING_3		tʂʰʐ̩⁵¹⁻⁵³ pɑr²¹⁴	tsʰz̩⁵⁵ pan¹³	tsz̩²¹³ paŋ⁵³				sz̩⁵³ paŋ²¹³		tsʰz̩³⁵⁻⁵³ põ²¹³			tsʰz̩²¹³ paŋ⁰	tʂʰʐ̩⁴⁴ pɑ⁰	tʂʰz̩³³⁴ pə⁰		tsʰz̩⁴⁵ pɒ̃⁵³	jiai²¹⁻² pʰuɔ²⁴²	tsʰz̩⁴⁴ pɑŋ⁰	
WING_4													tsʰz̩²¹³ kuaŋ⁰,iɛt²¹* kuaŋ⁰							
WING_5					siʔ⁵	tsʰi³³													tʰz̩⁴⁴	
WING_6																tɕi⁴⁴ kaʔ⁴⁻²				
WING_7											ie³⁵ ka³⁵⁻⁵	it⁵ kap¹								
WING_8																				sit⁵⁻³²* la⁵³
WOMAN_1										ȵy²¹³ nɤ⁰										
WOMAN_2								niaŋ²⁴ mər⁰												
WOMAN_3		ny²¹⁴⁻²¹ ʐɛn³⁵	ȵy⁴¹ ʐən⁰	ȵy⁵³⁻⁴⁵ zən²¹	tsy⁵⁵ nøyŋ⁵³⁻⁵⁵ nøyŋ⁵³	nøy²³ iɐn²¹⁻²³	ly²³ liŋ²³⁻²²		ȵy⁴⁵ ʐẽ⁵³			moi⁵³⁻⁵⁵ ie⁰ ŋin¹¹		li³¹ ʐən¹³	ny²¹³⁻²¹ in⁵²	ȵy²³¹⁻²² ȵin¹³⁻⁴⁴	ny⁵³ zəŋ²¹		ny⁵³ ʐẽ⁰	
WOMAN_4			ȵy⁴¹ ti⁰	ȵy⁵³⁻⁴⁵ li⁵⁵																
WOMAN_5											ny⁴² nin¹³⁻³³ ka⁰									
WOMAN_6													ȵy²¹³⁻²⁴ kʰaʔ⁵					lə²⁴⁻² ȵiaŋ³⁴¹⁻⁴⁴ kʰa⁴¹		
WOMAN_7					i⁵⁵⁻⁵³ tsia³²															
WOMAN_8					ny³²⁻⁵⁵ ɛ²¹²															
WORM_1		tʂʰuŋ³⁵	tsən¹³	tsʰoŋ²¹	tʰøyŋ⁵³	tsʰoŋ²¹	tsuɤŋ²²	tʂuŋ²¹	tʂʰuŋ⁵³	tsʰɑ̃⁴⁴	dʑiɤŋ¹³	tsʰuŋ¹¹	tsʰuŋ²⁴	tsʰoŋ¹³	tʂoŋ³⁵	zoŋ¹³	tsʰuŋ²¹	dʑyoŋ³⁴¹	pfʰəŋ²⁴	
WORM_2																				tʰaŋ²⁴⁻²² hia²²
YEAR_1		niɛn³⁵	ȵiẽ¹³	ȵiɛn²¹		nin²¹	liã²²	nian²⁴	niæ̃⁵³	ȵie⁴⁴	niæ¹³		ȵiɛn⁴⁵	lien¹³	niɐn⁵²	ȵiɪ¹³	nie²¹	ȵi³⁴¹	niæ̃²⁴	
YEAR_2				ȵiɛn²¹⁻⁵⁵ fən²¹³⁻²¹				nian²⁴ fən⁵³												
YEAR_3					huoi²¹²							se⁵³								
YEAR_4					tsai³²															
YEAR_5																				he²²⁻²¹ tʰau²⁴
YELLOW_1		xuɑŋ³⁵	uan¹³	xuaŋ²¹	uoŋ⁵³	uɔŋ²¹	uɑŋ²²	xuaŋ²⁴	xuɑŋ⁵³	õ⁴⁴	ɣɔŋ¹³	voŋ¹¹	uɔŋ⁴⁵	xuɑ̃¹³	xuaŋ³⁵	ɦuɑ̃¹³	xuɒ̃²¹	ɦuɔ³⁴¹	xuɑŋ²⁴	ŋ̍²⁴
