	Erzya	Estonian	Finnish	Hungarian	Ingrian	Karelian	Khanty	Kildin Saami	Komi-Permyak	Komi-Zyrian	Livonian	Mansi	Meadow Mari	Nganasan	North Saami	Selkup	Skolt Saami	South Saami	Tundra Nenets	Udmurt	Veps	Votic	Võro
ALL_1		kɤik	kɑikːi		kɑi	kɑikːi															kɑik	kɤik	kˑɤikʲˑ
ALL_2								puɡː							pʊ̯ɔh		pukɐ						
ALL_3												soːχ											
ALL_4														bənsə									
ALL_5																		kɑːjhkɛ					
ALL_6							əjsɑ̆ɣɯt																
ALL_7										stɑv													
ALL_8													ʧə̠lɑ										
ALL_9				mind															mɑlʔ	vɑɲmɯz			
ALL_10																muntə							
ALL_11									bɯdɤs	bɯd													
ALL_12	veɕe			øsːɛʃ																			
ASH_1		tuhk	tuxkɑ			tʊxkɑ															tʊxk	tuhk	tˑuhkˑ
ASH_2											tuːˀɡɨd												
ASH_3								kunː							kʊtnɑ		kunːɐ	kuβnɛ					
ASH_4	kulov			hɒmu																			
ASH_5																ɕiːmə							
ASH_6					poro		pær													peɲ			
ASH_7													lomə̠ʒ	tuːdʲoəʔ									
ASH_8							kɑjəm		pɤjim	pɤjim		χuːʎəm							tunzʲibʲɑ				
BARK_1								paːr̥ːk							paːrɑhkʊ			pɑːrhkuʌ					
BARK_2	sud												ʃym										
BARK_3				keːrɛɡ						kɯrɕ									sʲɑbt				kˑosˑkʲˑ
BARK_4														kɑsu		qɑːsə							
BARK_5								peːsʲː												sul			
BARK_6	kerʲ	puːkoːr~korp			koːri	kʊɔri	kær	keːrː	kɑʨ		kuːorʲ	keːr	kyr				kərːɐ			kur	kɔrʲ	koːri	kˑuːrʲ
BARK_7			kɑːrnɑ																				
BARK_8												jiwsuːl											
BELLY_1													myʃkə̠r										
BELLY_2																						mɑko	
BELLY_3							poɣlɯ			ruʃku													
BELLY_4			mɑɦɑ																				
BELLY_5		vɑtːs	ʋɑʦɑ		vɑʦɑ						vɑtsɑː										vɑʦ	vɑtːs	
BELLY_6												soːriɣ				perkə							
BELLY_7								ʧuejːv				sim		ʧɑjbə	ʧɔ̯ɑvji		ʧɔuʝːɘ	ʧoæjːiɛ	tʲiw				
BELLY_8	peke																						
BELLY_9		kɤht		hɒʃ			kŏɳ													kɤt	kɔxt		kˑɤtː
BELLY_10									kɯnɤm														
BELLY_11							ont																
BELLY_12				ɟomor																			
BIG_1			iso										kuɣu										
BIG_2							lŏɣɑt																
BIG_3								ʃuːrː									ʃurːɐ						
BIG_4															stʊ̯ɔris			stuʌrɛ					
BIG_5		suːr	suːri		suːr	suːri					suːr										sʊrʲ	suːr	sˑuːrʲ
BIG_6				nɒɟ																			
BIG_7									ɯʤɯt	ɯʤɯd				ɑniʔə									
BIG_8							eɳə					jɑniɣ											
BIG_9																uə̠rqə			ŋɑrkɑ				
BIG_10	pokʃ																						
BIG_11																				bɑʥːɯm			
BIRD_1									kɑj														
BIRD_2										kiʦɑ													
BIRD_3													kɑjə̠k										
BIRD_4	nɑrmuɲ																						
BIRD_5														təibəː									
BIRD_6							wɑjəɣ			lebɑʨ						suːrəm							
BIRD_7		lint	lintu		lind̥u	lintʊ		lɒːnʲːt			lind				lɔdti		lɔdʲːɘ	lɛtːiɛ			lind	lintu	
BIRD_8				mɒdaːr																			
BIRD_9																							ʦirkˑ
BIRD_10																tilʧətisuːrəm			tʲirtʲɑsɑrmʲik				
BIRD_11																				tɯloburdo			
BIRD_12												towəluːj											
BITE_1			purːɑ		purːɑ	pʊrːɑ	pŏr					puri	purɑm			sɑːʧə					pʊrdɑ	purɤmɑ	pˑurɤmɑ
BITE_2								kaːʦʲːke							kaːskih		kaʦʲc͡çːɛd						
BITE_3	rumʃtɑms								kurʨːɑvnɯ	kurtʲʨɯnɯ										kurtʨɯnɯ			
BITE_4		hɑmːustɑtɑ									jɑmstə												
BITE_5	suskoms																					ɑmːɤsːɤmɑ	
BITE_6														sɑkələsɑ									
BLACK_1		must	mustɑ		mustɑ	mʊstɑ					mustɑː										mʊst	mus	musˑtˑ
BLACK_2	rɑuʒo							ʧɒːhpe	ɕɤd	ɕɤd		seːməl			ʧaːhpːes	sæːqə	ʧɒpːɐd	ʧeːhpɛs	pərʲidʲeːɲɑ	ɕɤd			
BLACK_3							pəɣtə						ʃeme										
BLACK_4														tusɑjkɑʔɑ									
BLOOD_1														kɑm		kɤm							
BLOOD_2	verʲ	veri	ʋeri	veːr	veri	vɛri	wər	veːrː	vir	vir	vɛr		βyr		vɑrːɑ		vərːɐ	βɨrːɛ	weːjɑ	vir	vɛri	veri	veri
BLOOD_3												wiɣər											
BLOOD_4												keːlp											
BONE_1		luː	luː		luː	luː			lɯ	lɯ	luː		lu			lɯː			lɨ	lɯ	lʊ	luː	luː
BONE_2		kont																					
BONE_3									koskɑ														
BONE_4	lovɑʒɑ																	moɒruʌ					
BONE_5	pɑkɑrʲ													lɑtəː									
BONE_6							lŏχ					luw											
BONE_7				ʧont				taːxʲːt							taːkti		taxʲtʲːɘ						
BREAST_1									moros	morɤs													
BREAST_2				mɛl			møɣəl					mɑːɣl											
BREAST_3	meʃtʲe~potʲe																						
BREAST_4								ninːʧ						ɕinɕə									
BREAST_5		rint	rintɑ		rind̥ɑ	rintɑ		ranʲːt			riːndɑ											rint	rint
BREAST_6													ʧə̠ze			kɯːlə				ɡɑdʲ			
BREAST_7													oŋ										
BURN_1	pɑloms	pɤletɑ	pɑlɑː		pɑlˑɑː	pɑlʊɑ		puːlʲːe	soʨːɯnɯ	lomɑvnɯ~sotʲʨɯnɯ	pɑlːə				pʊ̯ɔlːih		pualʲdʲːɛd	pʉɛlɛdh		ʤuɑnɯ	pɑlːɑdɑ	pɤlɤmɑ	pˑɑlɑmɑ
BURN_2																			pərɑdɑsʲ				
BURN_3													jylem										
BURN_4				eːɡ								teːɣ				ɑm							
BURN_5							li																
CLOUD_1					tuːtˑsɑ																	tuːʧ	
CLOUD_2												tul											
CLOUD_3	kovol								kɯmɤr	kɯmɤr													
CLOUD_4														ʧiəðu		tiːtːə			tʲir				
CLOUD_5	peʎ	pilv	pilʋi	fɛlɦøː	pilvi	pilvi	pələŋ	peːvːl			piːlɑ		pə̠l		pɑlɑvɑ		pəlvːɐ	palβɛ		piʎem	pilʲv	pilvi	pˑilvʲ
COLD_1														ʧəɕiɕi		tɑɕːu			tʲeːʦʲdɑ				
COLD_2							ətʲəɣ																
COLD_3												ɑɕərmɑ											
COLD_4				hidɛɡ	kuːmɑ				kɤʥɯt	kɤʥɯd										keʑɯt			
COLD_5																						kɑhu	
COLD_6							jøɣli						jyʃtø								vilʊ		
COLD_7								kelmas							kɑlmːɑs		kəːlmɐs						
COLD_8	keʎme	kylm	kylmæ		kylmæ	kylmæ					kiːlmɑ							kalmɛ				ʧyl	kˑylm
COME_1				jøn								jiw											
COME_2							jø̆									tyː							
COME_3							jŏχət	puedʲːe							pɔ̯ɑhtih		puɛtʲːɛd	poætɛdh					
COME_4		tulːɑ	tulːɑ		tulːɑ	tʊlːɑ					tuːldɑ			tujɕɑ							tʊldɑ	tulɤmɑ	tˑulɤmɑ
COME_5									loknɯ	vonɯ~loknɯ			tolɑm							vuɯnɯ			
COME_6																			toːsʲ				
COME_7	sɑms																						
COME_8																				lɯktɯnɯ			
DIE_1							sur																
DIE_2																quː							
DIE_3															jaːpmih		ʝaːmʲːɛd	jæːmɛdh					
DIE_4																						surɤmɑ	
DIE_5														kuədʲɑ					xɑsʲ				
DIE_6							kɑ̆lɑ					χoːli											
DIE_7	kuloms	surːɑ	kuolːɑ		koːlːɑ	kʊɔlːɑ		jɒːmʲːe	kuvnɯ	kuvnɯ	kuːolə		kolem							kulɯnɯ	kɔldɑ	koːlɤmɑ	kˑuːlmɑ
DIE_8				mɛkhɒl																			
DIE_9														dʲɑŋɡumsɑ									
DOG_1	piɲe			kucɒ				pienːe	pon	pon	piɲ		pij		pe̯ænɑ		piɐnːɒi	pɨɛɲɛ		punɯ			pˑini
DOG_2		koer	kojrɑ		koirɑ	kɔirɑ															kɔir	koir	
DOG_3	kiskɑ																						
DOG_4							æmp					ɑːmp											
DOG_5														bɑŋ		kɤnɑŋ							
DOG_6																			wæɲeːkoː				
DRINK_1												ɑji				ytə							
DRINK_2		juːɑ	juo̯dɑ		joːvːɑ	juːvːɑ	jæɲtʲ	juɡːe	junɯ	junɯ	juːodə		jyɑm		jʊhkɑh		ʝuːkːɐd	juβkɛdh		juɯnɯ	jɔdɑ	juːmɑ	juːmɑ
DRINK_3														bɯtɯdʲi									
DRINK_4	ɕimems																						
DRINK_5							li																
DRY_1				saːrɒz			sɑrəm~sosəm					toːsɑm											
DRY_2	koɕke							kɒːʃʲkesʲ						koɕyə	kɔjkːis		kɔːʃc͡çɛs		xɑsuj				
DRY_3																		kɛjhkiɛ					
DRY_4									kɤs	kos										kɤs			
DRY_5		kuiv	kuiʋɑ		kuivɑ	kʊivɑ					kuːjɑ		kukʃo			ʧɤkə					kʊiv	kuiv	kˑuiv
EAR_1	piʎe			fyl			pəl	pieʎː	peʎ	peʎ		pɑʎ	pə̠lə̠ʃ		pe̯æʎːi		pɛʎːɘ			peʎ			
EAR_2																		piɛljiɛ					
EAR_3		kɤrv	korʋɑ		korvɑ	kɔrvɑ					kuːorɑ										kɔrv	kɤrv	kˑɤrv
EAR_4														kou		qoː			xɑ				
EAT_1												teːɣ											
EAT_2																ɑm							
EAT_3							li																
EAT_4	jɑrsɑms																						
EAT_5													koʧkɑm										
EAT_6								poːrːe							pɔrːɑh		poːrːɐd						
EAT_7		syːɑ	syødæ		søːvˑæ	syːvːæ			ɕojnɯ	ɕojnɯ	siːɛdə			ŋəmsɑ					ŋəmzʲ	ɕiɯnɯ	sœdɑ	syːmæ	sˑyːmæ
EAT_8				ɛsik																			
EAT_9	sevems																						
EGG_1									koʎtʲ	koʎk													
EGG_2																eŋ							
EGG_3	ɑl																						
EGG_4		munɑ	munɑ		munɑ	mʊnɑ		manʲː			munɑːd	muːŋi	muno	mənu	mɔnːi		mɐːnʲːɘ	mʉnːiɛ		puz	mʊnɑ	munɑ	munɑ
EGG_5							məɣ																
EGG_6																			sɑrʔɲu				
EYE_1									ɕin	ɕin										ɕin			
EYE_2				sɛm			sem					sɑm				sɑji			sæw				
EYE_3	ɕeʎme	silm	silmæ		silmæ	silmæ		ʧalʲːm			siːlmɑ		ʃiɲʧɑ	ɕejmɯ	ʧɑlɛbmi		ʧɐlʲmʲːɘ	ʧɛlmiɛ			silʲm	silmʲ	sˑilm
FAR_1									ɯlɯn	ɯlɯn													
FAR_2																				kɯdʲokɯn			
FAR_3				mɛsːɛ	etːæːl																		
FAR_4												eːlɑʎ											
FAR_5	vɑsolo																						
FAR_6		kɑukel	kɑwkɑnɑ								kouɡi											kɑukɑlː	
FAR_7																							kˑɑvːɤn
FAR_8														kuntəɡunu		kuntok							
FAR_9						ɛtæhælːini							myndə̠rnø								ɛdɑhɑinɛ		
FAR_10								kuhkʲenʲ									kuc͡çɛs	kahkɛsɛ					
FAR_11				taːvol																			
FAR_12													torɑʃte										
FEATHER_1									ɡɤn	ɡɤn													
FEATHER_2	tolɡɑ	sulk	sulkɑ		sulɡ̊ɑ	sʊlkɑ																sulk	sˑulkʲ
FEATHER_3																				tɯlɯ			
FEATHER_4							tŏɣəl					towəl											
FEATHER_5				tolː												tɑr			tərʔ				
FEATHER_6			høyɦen		høyhen				bordtɯv				pə̠stə̠l										
FEATHER_7							pun	poːnːʦ				pun	pun					paʦːɛ					
FEATHER_8														totə		tuː							
FINGERNAIL_1									ɡɯʒ	ɡɯʒ		kos								ɡiʒɯ			
FINGERNAIL_2	kenʒe	kyːs	kynsi		kynz	kynsi	kø̆ɳʧ	keːnːʦ			kiːɲtʃ		kyʧ	kətu	kɑʣːɑ	qɑtə	kəʣːɐ	kaʦːɛ	xədɑ		kʏnzʲ	ʧyːni	kˑyːʦʲˑ
FINGERNAIL_3				kɒrom																			
FINGERNAIL_4																		kʉɛhpɛrɛ					
FIRE_1												uʎɑ									læmɔi		
FIRE_2	tol	tuli	tuli	tyːz	tuli	tʊli		toːlː			tuˀʎ		tul	tuj	tɔlːɑ		tolːɐ	tɔlːɛ		tɯl		tuli	tˑuli
FIRE_3									bi	bi						tyː			tu				
FIRE_4												nɑːj											
FIRE_5							tø̆ɣət																
FISH_1									ʨeri	ʨeri										ʨorɯɡ			
FISH_2	kɑl	kɑlɑ	kɑlɑ		kɑlɑ	kɑlɑ	kul	kuːlʲː			kɑlɑː	χuːl	kol	kolɯ	kʊ̯ɔlːi	quə̠lə	kuɛlʲːɘ	kʉɛliɛ	xɑʎɑ		kɑlɑ	kɑlɑ	kˑɑlɑ
FOOT_1							kø̆r			kok										kuk			
FOOT_2													jol	ŋoj					ŋæ				
FOOT_3		jɑlk	jɑlkɑ		jɑlɡ̊ɑ	jɑlkɑ		juːlʲːk			jɑːlɡɑ				jʊ̯ɔlɛki		ʝuɛlʲɟ͡ʝːɘ	jʉɛlkiɛ			jɑʊɡ	jɑlk	jɑlk
FOOT_4	piʎɡe											lɑːɣəl											
FOOT_5									kokpɯdɤs														
FOOT_6																				pɯd			
FOOT_7																topə							
FULL_1	peʃkɕe																		pɑntɑ				
FULL_2														myntyɕɑ									
FULL_3															tiɛvːɑ			tɨɛβɛ					
FULL_4												tɑːɣəl				tiːrəʎ							
FULL_5		tæis	tæysi	tɛlɛ	tæyz	tæysi	tel				tæuʒ		tiʧ								tæʊzʲ	tæynø	tˑæysʲˑ
FULL_6								tievːt															
FULL_7									tɯr	tɯr										tɯr			
FULL_8													temʃe										
FULL_9																	tiːudɒs						
FULL_10														dʲulsɯə									
GIVE_1							mə					miɣ		miɕi									
GIVE_2																mi							
GIVE_3	mɑksoms																						
GIVE_4																		βɛtːɛdh					
GIVE_5		ɑntɑ	ɑntɑː		ɑntɑː	ɑntʊɑ		anʲːte			ɑndə				ɑdtih						ɑntːɑ	ɑntɤmɑ	ɑntmɑ
GIVE_6									ɕetnɯ	ɕetnɯ										ɕotɯnɯ			
GIVE_7													puem										
GOOD_1													sɑj							umoj			
GOOD_2															pʊ̯ɔrːe		puɛrʲːɘ	pʉɛriɛ					
GOOD_3	pɑro							puːrʲː	bur	bur			poro										
GOOD_4				joː										ɲɑɡəː									hæː
GOOD_5			hyʋæ		hyvæ	hyvæ	jəm	ʃiɡ		ʃɑɲ	jɨvɑː					somɑ	ʃiəɣːɐ		səwɑ	ʥeʨ	hʏvæ	yvæ~heːkː	
GOOD_6		heɑ																					
GOOD_7												jomɑs											
GREEN_1	piʒe									veʒ		ɲɑːr								voʒ			
GREEN_2			ʋiçreæ			vihɑntɑ																viher	
GREEN_3		roheline			rohˑoin																	rohoin	rohilinɤ
GREEN_4								ruenː							rʊ̯ɔnaː		ruɐnːɐ						
GREEN_5									zeʎonɤj														
GREEN_6																		kʰrɵana					
GREEN_7											oːʎɑz												
GREEN_8							kullø̆j																
GREEN_9														ɲotərəku									
GREEN_10													uʒɑr										
GREEN_11											mɨltsi					noræʎ							
GREEN_12														ŋindiɑʔsɯə									
GREEN_13				zøld																			
HAIR_1		kɑrv	kɑrʋɑ		kɑrvɑ																		kˑɑrv
HAIR_2									ɡɤn	ɡɤn										ɡon			
HAIR_3							ɑwət																
HAIR_4												ɑːt											
HAIR_5				hɒj									yp										
HAIR_6			hius		hiuz	hivʊs															hibʊz	ivuz	hiusˑ
HAIR_7											ibuːkst												
HAIR_8		juːs							jurɕi														
HAIR_9								vuːpːt							vʊ̯ɔktɑ	oːptə	vuəptɐ	βuʌptɛ					
HAIR_10	ponɑ						pun					pun	pun										
HAIR_11																tɑr							
HAIR_12										ɕi										ɕi			
HAIR_13	ʧerʲ			søːr																			
HAIR_14								sefs						ŋɑbtə					ŋæbt				
HAND_1														dʲyty					ŋudɑ				
HAND_2																utə							
HAND_3									ki	ki										ki			
HAND_4	kedʲ	kæsi	kæsi	keːz	kæzi	kæsi	køt	kiːdː			kɛˀʒ	kɑːt	kit		kiɛhtɑ		c͡çiətːɐ	kɨɛtɛ				ʧæsi	kˑæsˑi
HAND_5																					kæzitɛrɑ		
HEAD_1	prʲɑ	peɑ	pæː	fɛj	pæː	piæ					pæː										pæ	pæː	pˑæː
HEAD_2												puŋk	βuj										
HEAD_3							oɣ																
HEAD_4								vuejːv						ŋojbu	ɔ̯ɑivi		vuɛivʲːɘ	oæjːiɛ	ŋæwɑ				
HEAD_5									jur	jur										jɯr			
HEAD_6																olə							
HEAR_1														dʲinsiɕi									
HEAR_2																yntə							
HEAR_3	kuʎems	kuːltɑ	kuːlːɑ	hɒlː	kuːlːɑ	kuːlːɑ	kɔl	kulːe	kɯvnɯ	kɯvnɯ	kuːloː	χuːli	kolɑm		kʊlːɑh		kuːlːɐd	kuβlɛdh		kɯlɯnɯ	kʊldɑ	kuːlɤmɑ	kˑuːltmɑ
HEAR_4	mɑrʲɑms																						
HEAR_5																			nɑmdəsʲ				
HEART_1															vaːjbmʊ			βɑːjmuʌ					
HEART_2								saːrʲːt															
HEART_3			sydæn		syæn								ʃym								sʏdæin	syæ	sˑyæ
HEART_4	ɕedʲej	sydɑ		siːv				kuːtʲːk								siːʨə	ʧɐːðʲɘ		sʲeːj				
HEART_5							səm					sim											
HEART_6									ɕɤlɤm	ɕɤlɤm	sidɑːm									ɕulem			
HEART_7														səː									
HEAVY_1			pɑinɑʋɑ																			pɑinukɤz	
HEAVY_2									ɕɤkɯt	ɕɤkɯd										ɕekɯt			
HEAVY_3				ʃuːjoʃ		jykiɛ															jʏɡɛd		
HEAVY_4				nɛɦeːz				loːsʲːesʲ			læːlɑm		lele		lɔsːɑh	sɤʧːəm	losːɐd	leːβlɛs					
HEAVY_5							læɣərt																
HEAVY_6												tɑːrwitəŋ											
HEAVY_7														səŋkutuo					səŋɡoːwoːtɑ				
HEAVY_8		rɑske	rɑskɑs		rɑskɑz~rɑŋkːɑ																	rɑskɑˑ	rɑsːɤ
HEAVY_9	stɑkɑ																						
HEAVY_10																							kˑɑːlsˑɑ
I_1				eːn								ɑm											
I_2														mənə		mɑn			mɑɲ				
I_3		mɑ					mæ		me	me													
I_4	mon		minæ		miæ	miɛ		munː			minɑː		mə̠j		mʊn		monɐ	manːɛ		mon	minæ	miæ	mɑʔ
KILL_1				øl			wel					ɑli											
KILL_2		tɑpːɑ	tɑpːɑː			tɑpːʊɑ					tɑpːə											tɑpːɤmɑ	tˑɑpˑmɑ
KILL_3														kotudʲɑ					xɑdɑsʲ				
KILL_4	mɑʃtoms~ʧɑvoms									kulɤdnɯ								pʉβːɛdh					
KILL_5								kɒːnʲːte							kɔdtih	quə̠t	kɔdʲːɛd						
KILL_6													puʃtɑm										
KILL_7					surmɑd̥ɑ																	surmɑmɑ	
KILL_8									vijnɯ	vijnɯ										viɯnɯ	riktɑ		
KNEE_1	kumɑʒɑ						ʧæɳʧ					sɑːns											
KNEE_2		pɤlv	polʋi		polvi	pɔlvi		puːvːl			puːolɑ		pulβuj			puːlə	puəlvːɐ	puʌlβɛ	pulɨ		pɔlʲv	pɤlvi	pˑɤlvʲ
KNEE_3									piʥɤs	piʥɤs				həɑɡɑj	ʧibpi					pɯdʲes			
KNEE_4				teːrd																			
KNOW_1										kuʒnɯ		χɑːsi											
KNOW_2	sodɑms						tŏŋəmt																
KNOW_3							onəl						ʃiɲʧem										
KNOW_4								tiːdːe							tiɛhtih		tiɛtʲːɛd	tiɛtɛdh					
KNOW_5		teɑtɑ	tie̯tæː	tud	tiːtæː	tiɛtyæ		tomːte	tɤdnɯ	tɤdnɯ	tiːɛdə										tɛtɑ	tæːtemæ	tˑiːtmæ
KNOW_6														ʧənɯdʲi		tynəmə			tʲeːɲeːwɑsʲ	tosɯnɯ		tuntɤmɑ	
KNOW_7													pɑlem										
KNOW_8												wɑːɣ											
LEAF_1									kor	kor										kuɑr			
LEAF_2														horɑðiɑj									
LEAF_3																ʨɑːpə			weːbɑ				
LEAF_4	lopɑ																						
LEAF_5												luːptɑ											
LEAF_6				lɛveːl			ɭɯwət																
LEAF_7		leht	leçti		lehti	lɛxti					lɛːɟ										lɛxtɛz	lehto	lehtʲˑ
LEAF_8								leːsːt					lə̠ʃtɑʃ		lɑstɑ		ləstːɐ						
LEAF_9										ʎis													
LIVER_1	mɑkso	mɑks	mɑksɑ		mɑksɑ	mɑksɑ					mɑksɑː		mokʃ					mʉɛksiɛ			mɑks	mɑhs	mɑsː
LIVER_2														mitə		mɯːtə			mɨd				
LIVER_3				maːj			muɣəl		mus	mus		mɑːjt								mus			
LIVER_4								vuːjvas							vʊɛjvːɑs		vuəivɐs						
LIVER_5																						peʧoŋk	
LONG_1				hosːuː			koχ	kukʲesʲ	kuʑ	kuʑ		χosɑ	kuʒu		kʊhkːi		kuc͡çːɘ			kuʑ			
LONG_2																		kʉhkiɛs					
LONG_3	kuvɑkɑ																						
LONG_4		pikː	pitkæ		pitki	pitkæ					pitkɑː										pitʲk	pitʧ	pˑikː
LONG_5																ʨumpu			jɑmb				
LONG_6														kuntɡu									
LOUSE_1	eʎi																						
LOUSE_2																unʧu							
LOUSE_3							tøɣtəm					tɑːkəm											
LOUSE_4								tɨhkʲ							tihkːi		tɛc͡çːɘ	tihkiɛ	pənzʲeːʔæ				
LOUSE_5		tæi	tæi		tæi	tæi					tɛi										tæi	tæi	tˑæi
LOUSE_6				tɛtyː					toj	toj			tij							tej			
MAN_1																			xɑsɑwɑ	vorɡoron			
MAN_2				ɛmbɛr				ɒːlmolma							ɔlmːaːj		ɔːlmɐ	ɔlma					
MAN_3							ku					χum											
MAN_4							kɑ̆sɯ																
MAN_5														kuədʲumu									
MAN_6				feːrfi												tipi							
MAN_7													pørjeŋ										
MAN_8	ʨorɑ																						
MAN_9	ɑʎɑ																						
MAN_10										mort										piosmurt			
MAN_11									muʒik	muʒɯk													
MAN_12		meːs	mies		meːz	miɛs					miːɛz										mɛzʲ	meːz	miːsʲˑ
MAN_13													mɑrij										
MAN_14														ŋɑnɑʔsɑ									
MANY_1			moni		moni																	mɤni	
MANY_2												sɑːw								tros			
MANY_3							ær																
MANY_4													jɑtə̠r										
MANY_5				ʃok									ʃuko										
MANY_6			useɑ																				
MANY_7								jeːnːe															
MANY_8									unɑ	unɑ													
MANY_9	lɑmo	mitːu														koʨːə							
MANY_10		pɑljut																					pˑɑllʲo
MANY_11														ŋuŋkəɡə									
MEAT_1								vuenːʧ									vuaʤʲːɘ						
MEAT_2				huːʃ																			
MEAT_3									jɑj	jɑi													
MEAT_4													jør										
MEAT_5													ʃə̠l							siʎ			
MEAT_6	siveʎ																						
MEAT_7		lihɑ	liɦɑ		lihɑ	lihɑ															lihɑ	lihɑ	lihɑ
MEAT_8																uə̠ʨə							
MEAT_9							ɲoɣɯ				vʊzɑː	ɲowəʎ							ŋəmzɑ				
MEAT_10														ɕɑhɯ									
MEAT_11																		peærkuʌ					
MOON_1																iræ			jirɨ				
MOON_2														kiʧəðəː									
MOON_3		kuː	kuː		kuː	kuː	iki				kuː											kuː	kˑuː
MOON_4	kov			hold																			
MOON_5																		askɛ					
MOON_6								maːnː							maːnːʊ		maːnɐ						
MOON_7									tɤliɕ	tɤlɯɕ			tə̠lze							toleʑ			
MOON_8												eːtpos											
MOUNTAIN_1		mæki			mæki						mæɡ										mæɡi	mæʧi	mæki
MOUNTAIN_2	pɑndo						pelæ																
MOUNTAIN_3																		pɨɛrjɛ					
MOUNTAIN_4							jŏɣ																
MOUNTAIN_5								paːhkʲ															
MOUNTAIN_6				hɛɟ						ʨoj		ur~ɲoːr				qɤː							
MOUNTAIN_7									kerɤs				kurə̠k							ɡureʑ			
MOUNTAIN_8			ʋuori			vʊɑrɑ								bəru	vaːrːi		vaːrʲːɘ						
MOUNTAIN_9																			xoːj				
MOUTH_1		suː	suː		suː	suː					suː	suːp~tuːs									sʊ	suː	sˑuː
MOUTH_2				saːj										ŋɑŋ		ɑːŋ			ɲɑʔ				
MOUTH_3									ɤm											ɯm			
MOUTH_4	kurɡo							ɲaːlʲːm							ɲaːlɛbmi		ɲalʲmʲːɘ	ɲæːlmiɛ					
MOUTH_5							lul			vom													
MOUTH_6													umʃɑ										
NAME_1							nem					nɑm											
